cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
54385;Manoncourt-en-Woëvre;162;188;218;248;268;376;432;470;526
54385;Manonville;151;176;206;236;256;352;405;440;493
54300;Manonviller;211;241;271;301;321;482;554;603;675
54300;Marainviller;211;241;271;301;321;482;554;603;675
54820;Marbache;171;198;228;258;278;396;455;494;554
54230;Maron;161;187;217;247;267;374;430;467;523
54800;Mars-la-Tour;165;191;221;251;271;383;440;478;536
54330;Marthemont;171;198;228;258;278;396;455;494;554
54380;Martincourt;201;230;260;290;310;461;530;576;645
54830;Mattexey;213;243;273;303;323;487;559;608;681
54320;Maxéville;167;193;223;253;273;387;445;484;542
54280;Mazerulles;192;221;251;281;301;441;507;551;617
54360;Méhoncourt;199;228;258;288;308;456;525;570;639
54200;Ménil-la-Tour;159;185;215;245;265;370;425;462;517
54960;Mercy-le-Bas;180;208;238;268;288;415;477;519;581
54560;Mercy-le-Haut;178;205;235;265;285;411;472;513;575
54850;Méréville;177;204;234;264;284;409;470;511;572
54120;Merviller;224;255;285;315;335;510;587;638;714
54850;Messein;177;204;234;264;284;409;470;511;572
54135;Mexy;196;225;255;285;305;450;517;562;630
54540;Mignéville;220;251;281;311;331;502;577;627;702
54670;Millery;182;210;240;270;290;419;482;524;587
54385;Minorville;152;177;207;237;257;354;407;443;496
54580;Moineville;169;196;226;256;276;391;450;489;548
54760;Moivrons;191;219;249;279;299;439;505;549;614
54300;Moncel-lès-Lunéville;201;230;260;290;310;461;530;576;645
54280;Moncel-sur-Seille;195;224;254;284;304;448;515;559;627
54700;Montauville;160;186;216;246;266;372;427;465;520
54111;Mont-Bonvillers;171;198;228;258;278;396;455;494;554
54760;Montenoy;183;211;241;271;291;422;485;527;590
54540;Montigny;223;254;284;314;334;508;584;635;711
54870;Montigny-sur-Chiers;180;208;238;268;288;415;477;519;581
54170;Mont-l'Étroit;155;180;210;240;260;361;415;451;505
54113;Mont-le-Vignoble;149;174;204;234;254;348;400;435;487
54450;Montreux;224;255;285;315;335;510;587;638;714
54350;Mont-Saint-Martin;191;219;249;279;299;439;505;549;614
54360;Mont-sur-Meurthe;201;230;260;290;310;461;530;576;645
54920;Morfontaine;183;211;241;271;291;422;485;527;590
54830;Moriviller;209;239;269;299;319;478;550;597;669
54700;Morville-sur-Seille;195;224;254;284;304;448;515;559;627
54370;Mouacourt;214;244;274;304;324;489;562;611;684
54800;Mouaville;165;191;221;251;271;383;440;478;536
54700;Mousson;170;197;227;257;277;393;452;492;551
54660;Moutiers;173;200;230;260;280;400;460;500;560
54113;Moutrot;150;175;205;235;255;350;403;438;490
54118;Moyen;216;247;277;307;327;493;567;616;690
54490;Murville;175;202;232;262;282;404;465;505;566
54000;Nancy;168;195;225;255;275;389;447;486;545
54540;Neufmaisons;233;265;295;325;345;530;609;662;742
54230;Neuves-Maisons;166;192;222;252;272;385;442;481;539
54540;Neuviller-lès-Badonviller;229;261;291;321;341;521;599;651;730
54290;Neuviller-sur-Moselle;191;219;249;279;299;439;505;549;614
54610;Nomeny;199;228;258;288;308;456;525;570;639
54450;Nonhigny;230;262;292;322;342;523;602;654;733
54150;Norroy-le-Sec;173;200;230;260;280;400;460;500;560
54700;Norroy-lès-Pont-à-Mousson;166;192;222;252;272;385;442;481;539
54385;Noviant-aux-Prés;149;174;204;234;254;348;400;435;487
54170;Ochey;155;180;210;240;260;361;415;451;505
54450;Ogéviller;216;247;277;307;327;493;567;616;690
54330;Ognéville;178;205;235;265;285;411;472;513;575
54800;Olley;158;184;214;244;264;367;422;459;514
54330;Omelmont;179;206;236;266;286;413;475;516;578
54890;Onville;175;202;232;262;282;404;465;505;566
54740;Ormes-et-Ville;189;217;247;277;297;435;500;543;608
54260;Othe;177;204;234;264;284;409;470;511;572
54150;Ozerailles;170;197;227;257;277;393;452;492;551
54200;Pagney-derrière-Barine;145;170;200;230;250;339;390;424;475
54530;Pagny-sur-Moselle;171;198;228;258;278;396;455;494;554
54470;Pannes;195;224;254;284;304;448;515;559;627
54330;Parey-Saint-Césaire;178;205;235;265;285;411;472;513;575
54370;Parroy;211;241;271;301;321;482;554;603;675
54480;Parux;236;268;298;328;348;536;617;670;751
54260;Petit-Failly;177;204;234;264;284;409;470;511;572
54480;Petitmont;237;269;299;329;349;539;619;673;754
54120;Pettonville;221;252;282;312;332;504;579;630;705
54540;Pexonne;230;262;292;322;342;523;602;654;733
54610;Phlin;204;234;264;294;314;467;537;584;654
54490;Piennes;170;197;227;257;277;393;452;492;551
54200;Pierre-la-Treiche;150;175;205;235;255;350;403;438;490
54540;Pierre-Percée;237;269;299;329;349;539;619;673;754
54620;Pierrepont;178;205;235;265;285;411;472;513;575
54160;Pierreville;178;205;235;265;285;411;472;513;575
54340;Pompey;174;201;231;261;281;402;462;503;563
54700;Pont-à-Mousson;163;189;219;249;269;378;435;473;529
54550;Pont-Saint-Vincent;167;193;223;253;273;387;445;484;542
54700;Port-sur-Seille;194;223;253;283;303;445;512;557;623
54116;Praye;185;213;243;273;293;426;490;532;596
54530;Prény;170;197;227;257;277;393;452;492;551
54490;Preutin-Higny;179;206;236;266;286;413;475;516;578
54160;Pulligny;179;206;236;266;286;413;475;516;578
54115;Pulney;181;209;239;269;289;417;480;521;584
54425;Pulnoy;182;210;240;270;290;419;482;524;587
54800;Puxe;160;186;216;246;266;372;427;465;520
54800;Puxieux;167;193;223;253;273;387;445;484;542
54330;Quevilloncourt;179;206;236;266;286;413;475;516;578
54540;Raon-lès-Leau;250;283;313;343;363;567;652;708;793
54610;Raucourt;205;235;265;295;315;469;540;586;657
54370;Raville-sur-Sânon;202;231;261;291;311;463;532;578;648
54370;Réchicourt-la-Petite;215;245;275;305;325;491;564;614;687
54450;Réclonville;217;248;278;308;328;495;569;619;693
54300;Rehainviller;198;227;257;287;307;454;522;568;636
54120;Reherrey;223;254;284;314;334;508;584;635;711
54430;Réhon;182;210;240;270;290;419;482;524;587
54450;Reillon;220;251;281;311;331;502;577;627;702
54470;Rembercourt-sur-Mad;167;193;223;253;273;387;445;484;542
54830;Remenoville;212;242;272;302;322;484;557;605;678
54110;Réméréville;192;221;251;281;301;441;507;551;617
54370;Remoncourt;216;247;277;307;327;493;567;616;690
54450;Repaix;227;258;288;318;338;517;594;646;724
54630;Richardménil;176;203;233;263;283;406;467;508;569
54380;Rogéville;171;198;228;258;278;396;455;494;554
54360;Romain;194;223;253;283;303;445;512;557;623
54110;Rosières-aux-Salines;185;213;243;273;293;426;490;532;596
54385;Rosières-en-Haye;164;190;220;250;270;380;437;475;532
54610;Rouves;198;227;257;287;307;454;522;568;636
54290;Roville-devant-Bayon;195;224;254;284;304;448;515;559;627
54200;Royaumeix;161;187;217;247;267;374;430;467;523
54290;Rozelieures;206;236;266;296;316;471;542;589;660
54210;Saffais;190;218;248;278;298;437;502;546;611
54580;Saint-Ail;175;202;232;262;282;404;465;505;566
54470;Saint-Baussant;147;172;202;232;252;344;395;429;481
54290;Saint-Boingt;209;239;269;299;319;478;550;597;669
54950;Saint-Clément;212;242;272;302;322;484;557;605;678
54700;Sainte-Geneviève;177;204;234;264;284;409;470;511;572
54540;Sainte-Pôle;225;256;286;316;336;513;589;641;718
54930;Saint-Firmin;186;214;244;274;294;428;492;535;599
54290;Saint-Germain;202;231;261;291;311;463;532;578;648
54260;Saint-Jean-lès-Longuyon;174;201;231;261;281;402;462;503;563
54470;Saint-Julien-lès-Gorze;175;202;232;262;282;404;465;505;566
54800;Saint-Marcel;171;198;228;258;278;396;455;494;554
54290;Saint-Mard;140;164;194;224;244;328;378;410;460
54450;Saint-Martin;220;251;281;311;331;502;577;627;702
54540;Saint-Maurice-aux-Forges;227;258;288;318;338;517;594;646;724
54130;Saint-Max;170;197;227;257;277;393;452;492;551
54210;Saint-Nicolas-de-Port;182;210;240;270;290;419;482;524;587
54730;Saint-Pancré;183;211;241;271;291;422;485;527;590
54740;Saint-Remimont;196;225;255;285;305;450;517;562;630
