CP;Commune;Distance;01-févr;03-avr;05-juin;07-août;09-déc;13-16 ;17-31 ;32-54
51320;Sompuis;25;111;126;136;151;223;256;347;409
51290;Somsois;45;50;65;75;90;100;115;200;250
51240;Songy;35;80;95;105;120;161;185;273;329
51600;Souain-Perthes-lès-Hurlus;75;60;75;85;100;119;137;223;275
51320;Soudé;20;142;157;167;182;284;327;421;490
51320;Soudron;15;50;65;75;90;100;115;200;250
51300;Soulanges;40;50;65;75;90;100;115;200;250
51130;Soulières;45;70;85;95;110;140;161;248;302
51600;Suippes;65;80;95;105;120;161;185;273;329
51270;Suizy-le-Franc;65;122;137;147;162;243;280;372;436
51500;Taissy;70;122;137;147;162;243;280;372;436
51270;Talus-Saint-Prix;60;120;135;145;160;240;276;368;432
51150;Tauxières-Mutry;55;111;126;136;151;223;256;347;409
51230;Thaas;45;101;116;126;141;202;232;322;382
51510;Thibie;25;80;95;105;120;161;185;273;329
51300;Thiéblemont-Farémont;55;50;65;75;90;100;115;200;250
51220;Thil;90;101;116;126;141;202;232;322;382
51370;Thillois;80;173;188;198;213;346;398;496;570
51210;Le Thoult-Trosnay;60;153;168;178;193;305;351;446;517
51460;Tilloy-et-Bellay;45;111;126;136;151;223;256;347;409
51430;Tinqueux;75;80;95;105;120;161;185;273;329
51240;Togny-aux-Bœufs;30;130;145;155;170;260;299;392;458
51150;Tours-sur-Marne;50;50;65;75;90;100;115;200;250
51170;Tramery;90;91;106;116;131;181;208;298;356
51130;Trécon;25;173;188;198;213;346;398;496;570
51210;Tréfols;75;50;65;75;90;100;115;200;250
51380;Trépail;60;142;157;167;182;284;327;421;490
51140;Treslon;90;111;126;136;151;223;256;347;409
51140;Trigny;85;173;188;198;213;346;398;496;570
51340;Trois-Fontaines-l'Abbaye;80;163;178;188;203;326;374;471;543
51500;Trois-Puits;70;153;168;178;193;305;351;446;517
51700;Troissy;75;120;135;145;160;240;276;368;432
51170;Unchair;95;142;157;167;182;284;327;421;490
51400;Vadenay;55;183;198;208;223;367;422;520;597
51130;Val-des-Marais;35;101;116;126;141;202;232;322;382
51360;Val-de-Vesle;65;60;75;85;100;119;137;223;275
51340;Val-de-Vière;55;122;137;147;162;243;280;372;436
51800;Valmy;60;101;116;126;141;202;232;322;382
51330;Vanault-le-Châtel;55;111;126;136;151;223;256;347;409
51340;Vanault-les-Dames;60;101;116;126;141;202;232;322;382
51140;Vandeuil;90;111;126;136;151;223;256;347;409
51700;Vandières;80;173;188;198;213;346;398;496;570
51320;Vassimont-et-Chapelaine;15;153;168;178;193;305;351;446;517
51320;Vatry;10;50;65;75;90;100;115;200;250
51210;Vauchamps;70;50;65;75;90;100;115;200;250
51480;Vauciennes;65;132;147;157;172;264;303;397;463
51300;Vauclerc;45;122;137;147;162;243;280;372;436
51380;Vaudemange;55;80;95;105;120;161;185;273;329
51600;Vaudesincourt;70;101;116;126;141;202;232;322;382
51300;Vavray-le-Grand;55;132;147;157;172;264;303;397;463
51300;Vavray-le-Petit;55;101;116;126;141;202;232;322;382
51130;Vélye;25;101;116;126;141;202;232;322;382
51140;Ventelay;95;50;65;75;90;100;115;200;250
51480;Venteuil;70;183;198;208;223;367;422;520;597
51210;Verdon;75;132;147;157;172;264;303;397;463
51330;Vernancourt;65;142;157;167;182;284;327;421;490
51700;Verneuil;85;122;137;147;162;243;280;372;436
51800;Verrières;70;163;178;188;203;326;374;471;543
51130;Vert-Toulon;35;132;147;157;172;264;303;397;463
51130;Vertus;35;60;75;85;100;119;137;223;275
51360;Verzenay;60;60;75;85;100;119;137;223;275
51380;Verzy;55;111;126;136;151;223;256;347;409
51240;Vésigneul-sur-Marne;30;101;116;126;141;202;232;322;382
51520;La Veuve;40;50;65;75;90;100;115;200;250
51210;Le Vézier;75;70;85;95;110;140;161;248;302
51330;Le Vieil-Dampierre;65;142;157;167;182;284;327;421;490
51800;Vienne-la-Ville;80;122;137;147;162;243;280;372;436
51800;Vienne-le-Château;85;153;168;178;193;305;351;446;517
51390;Ville-Dommange;75;163;178;188;203;326;374;471;543
51500;Ville-en-Selve;55;142;157;167;182;284;327;421;490
51170;Ville-en-Tardenois;80;101;116;126;141;202;232;322;382
51310;Villeneuve-la-Lionne;70;153;168;178;193;305;351;446;517
51120;La Villeneuve-lès-Charleville;50;132;147;157;172;264;303;397;463
51130;Villeneuve-Renneville-Chevigny;30;91;106;116;131;181;208;298;356
51120;Villeneuve-Saint-Vistre-et-Villevotte;50;50;65;75;90;100;115;200;250
51500;Villers-Allerand;65;91;106;116;131;181;208;298;356
51130;Villers-aux-Bois;40;122;137;147;162;243;280;372;436
51500;Villers-aux-Nœuds;75;70;85;95;110;140;161;248;302
51800;Villers-en-Argonne;70;142;157;167;182;284;327;421;490
51220;Villers-Franqueux;80;132;147;157;172;264;303;397;463
51510;Villers-le-Château;30;153;168;178;193;305;351;446;517
51250;Villers-le-Sec;60;50;65;75;90;100;115;200;250
51380;Villers-Marmery;55;111;126;136;151;223;256;347;409
51700;Villers-sous-Châtillon;65;101;116;126;141;202;232;322;382
51130;Villeseneux;18;122;137;147;162;243;280;372;436
51270;La Ville-sous-Orbais;60;50;65;75;90;100;115;200;250
51800;Ville-sur-Tourbe;80;111;126;136;151;223;256;347;409
51270;Villevenard;45;153;168;178;193;305;351;446;517
51260;Villiers-aux-Corneilles;60;80;95;105;120;161;185;273;329
51530;Vinay;50;111;126;136;151;223;256;347;409
51700;Vincelles;75;91;106;116;131;181;208;298;356
51120;Vindey;50;142;157;167;182;284;327;421;490
51800;Virginy;70;91;106;116;131;181;208;298;356
51300;Vitry-en-Perthois;45;132;147;157;172;264;303;397;463
51240;Vitry-la-Ville;30;80;95;105;120;161;185;273;329
51300;Vitry-le-François;40;50;65;75;90;100;115;200;250
51800;Voilemont;60;70;85;95;110;140;161;248;302
51130;Voipreux;35;111;126;136;151;223;256;347;409
51260;Vouarces;45;60;75;85;100;119;137;223;275
51340;Vouillers;60;80;95;105;120;161;185;273;329
51130;Vouzy;30;111;126;136;151;223;256;347;409
51150;Vraux;40;50;65;75;90;100;115;200;250
51390;Vrigny;80;70;85;95;110;140;161;248;302
51330;Vroil;65;153;168;178;193;305;351;446;517
51800;Wargemoulin-Hurlus;65;122;137;147;162;243;280;372;436
51110;Warmeriville;85;122;137;147;162;243;280;372;436
51420;Witry-lès-Reims;75;163;178;188;203;326;374;471;543
52340;Ageville;150;142;157;167;182;284;327;421;490
52400;Aigremont;195;297;312;322;337;594;683;793;892
52700;Aillianville;130;390;405;415;430;779;896;1015;1133
52230;Aingoulaincourt;110;256;271;281;296;511;588;694;785
52120;Aizanville;135;214;229;239;254;429;493;595;677
52130;Allichamps;70;266;281;291;306;532;612;718;811
52110;Ambonville;110;132;147;157;172;264;303;397;463
52700;Andelot-Blancheville;130;214;229;239;254;429;493;595;677
52360;Andilly-en-Bassigny;185;256;271;281;296;511;588;694;785
52310;Annéville-la-Prairie;130;369;384;394;409;738;849;966;1080
52230;Annonville;110;256;271;281;296;511;588;694;785
52500;Anrosey;215;214;229;239;254;429;493;595;677
52250;Aprey;180;431;446;456;471;862;991;1114;1240
52500;Arbigny-sous-Varennes;205;359;374;384;399;718;825;941;1053
52160;Arbot;170;410;425;435;450;821;944;1065;1187
52210;Arc-en-Barrois;155;338;353;363;378;676;778;892;999
52110;Arnancourt;110;307;322;332;347;614;707;817;919
52130;Attancourt;85;214;229;239;254;429;493;595;677
52210;Aubepierre-sur-Aube;165;163;178;188;203;326;374;471;543
52160;Auberive;190;328;343;353;368;656;754;867;972
52240;Audeloncourt;200;379;394;404;419;759;873;991;1106
52190;Aujeurres;185;400;415;425;440;800;920;1040;1160
52160;Aulnoy-sur-Aube;175;369;384;394;409;738;849;966;1080
52300;Autigny-le-Grand;95;348;363;373;388;697;801;916;1026
52300;Autigny-le-Petit;95;183;198;208;223;367;422;520;597
52120;Autreville-sur-la-Renne;145;183;198;208;223;367;422;520;597
52140;Avrecourt;195;287;302;312;327;573;659;768;865
52130;Bailly-aux-Forges;90;390;405;415;430;779;896;1015;1133
52250;Baissey;185;173;188;198;213;346;398;496;570
52200;Balesmes-sur-Marne;190;369;384;394;409;738;849;966;1080
52360;Bannes;185;379;394;404;419;759;873;991;1106
52240;Bassoncourt;200;369;384;394;409;738;849;966;1080
52110;Baudrecourt;100;400;415;425;440;800;920;1040;1160
52170;Bayard-sur-Marne;85;194;209;219;234;388;446;545;624
52160;Bay-sur-Aube;180;163;178;188;203;326;374;471;543
52260;Beauchemin;180;359;374;384;399;718;825;941;1053
52500;Belmont;205;359;374;384;399;718;825;941;1053
52100;Bettancourt-la-Ferrée;75;410;425;435;450;821;944;1065;1187
52110;Beurville;95;142;157;167;182;284;327;421;490
52340;Biesles;170;183;198;208;223;367;422;520;597
52500;Bize;215;338;353;363;378;676;778;892;999
52330;Blaisy;145;431;446;456;471;862;991;1114;1240
52300;Blécourt;110;287;302;312;327;573;659;768;865
52120;Blessonville;150;214;229;239;254;429;493;595;677
52110;Blumeray;95;297;312;322;337;594;683;793;892
52310;Bologne;165;183;198;208;223;367;422;520;597
52360;Bonnecourt;195;328;343;353;368;656;754;867;972
52400;Bourbonne-les-Bains;210;390;405;415;430;779;896;1015;1133
52700;Bourdons-sur-Rognon;175;421;436;446;461;841;967;1090;1214
52200;Bourg;185;348;363;373;388;697;801;916;1026
52150;Bourg-Sainte-Marie;200;369;384;394;409;738;849;966;1080
52150;Bourmont;220;400;415;425;440;800;920;1040;1160
52110;Bouzancourt;115;441;456;466;481;883;1015;1139;1267
52110;Brachay;115;225;240;250;265;449;517;619;704
52150;Brainville-sur-Meuse;225;225;240;250;265;449;517;619;704
52120;Braux-le-Châtel;140;452;467;477;492;903;1039;1164;1294
52200;Brennes;180;276;291;301;316;553;635;743;838
52000;Brethenay;165;359;374;384;399;718;825;941;1053
52240;Breuvannes-en-Bassigny;220;328;343;353;368;656;754;867;972
52700;Briaucourt;135;441;456;466;481;883;1015;1139;1267
52120;Bricon;145;266;281;291;306;532;612;718;811
52130;Brousseval;90;287;302;312;327;573;659;768;865
52210;Bugnières;165;173;188;198;213;346;398;496;570
52700;Busson;125;328;343;353;368;656;754;867;972
52240;Buxières-lès-Clefmont;205;245;260;270;285;491;564;669;758
52000;Buxières-lès-Villiers;150;410;425;435;450;821;944;1065;1187
52220;Ceffonds;80;297;312;322;337;594;683;793;892
52360;Celles-en-Bassigny;200;153;168;178;193;305;351;446;517
52600;Celsoy;195;400;415;425;440;800;920;1040;1160
52320;Cerisières;120;390;405;415;430;779;896;1015;1133
52160;Chalancey;195;235;250;260;275;470;541;644;731
52600;Chalindrey;190;390;405;415;430;779;896;1015;1133
52700;Chalvraines;140;379;394;404;419;759;873;991;1106
52000;Chamarandes-Choignes;160;276;291;301;316;553;635;743;838
52700;Chambroncourt;125;318;333;343;358;635;730;842;946
52410;Chamouilley;80;245;260;270;285;491;564;669;758
52150;Champigneulles-en-Bassigny;220;153;168;178;193;305;351;446;517
52200;Champigny-lès-Langres;180;441;456;466;481;883;1015;1139;1267
52400;Champigny-sous-Varennes;210;359;374;384;399;718;825;941;1053
52500;Champsevraine;205;421;436;446;461;841;967;1090;1214
52100;Chancenay;75;410;425;435;450;821;944;1065;1187
52360;Changey;180;142;157;167;182;284;327;421;490
52260;Chanoy;170;359;374;384;399;718;825;941;1053
52700;Chantraines;170;338;353;363;378;676;778;892;999
52360;Charmes;175;338;353;363;378;676;778;892;999
52110;Charmes-en-l'Angle;120;348;363;373;388;697;801;916;1026
52110;Charmes-la-Grande;105;235;250;260;275;470;541;644;731
52190;Chassigny;195;204;219;229;244;408;469;570;651
52120;Châteauvillain;145;390;405;415;430;779;896;1015;1133
52400;Le Châtelet-sur-Meuse;200;287;302;312;327;573;659;768;865
52200;Chatenay-Mâcheron;185;400;415;425;440;800;920;1040;1160
52360;Chatenay-Vaudin;190;369;384;394;409;738;849;966;1080
52300;Chatonrupt-Sommermont;95;379;394;404;419;759;873;991;1106
52600;Chaudenay;195;183;198;208;223;367;422;520;597
52140;Chauffourt;190;390;405;415;430;779;896;1015;1133
52000;Chaumont;155;379;394;404;419;759;873;991;1106
52150;Chaumont-la-Ville;215;307;322;332;347;614;707;817;919
52170;Chevillon;90;431;446;456;471;862;991;1114;1240
52400;Chézeaux;210;173;188;198;213;346;398;496;570
52190;Choilley-Dardenay;200;421;436;446;461;841;967;1090;1214
52240;Choiseul;200;400;415;425;440;800;920;1040;1160
52700;Cirey-lès-Mareilles;175;400;415;425;440;800;920;1040;1160
52110;Cirey-sur-Blaise;110;348;363;373;388;697;801;916;1026
52370;Cirfontaines-en-Azois;135;214;229;239;254;429;493;595;677
52230;Cirfontaines-en-Ornois;120;266;281;291;306;532;612;718;811
52240;Clefmont;190;235;250;260;275;470;541;644;731
52700;Clinchamp;190;379;394;404;419;759;873;991;1106
52600;Cohons;190;379;394;404;419;759;873;991;1106
52400;Coiffy-le-Bas;205;379;394;404;419;759;873;991;1106
52400;Coiffy-le-Haut;210;410;425;435;450;821;944;1065;1187
52160;Colmier-le-Bas;175;421;436;446;461;841;967;1090;1214
52160;Colmier-le-Haut;175;348;363;373;388;697;801;916;1026
52330;Colombey-les-Deux-Églises;140;348;363;373;388;697;801;916;1026
52000;Condes;155;276;291;301;316;553;635;743;838
52700;Consigny;180;307;322;332;347;614;707;817;919
52500;Coublanc;200;359;374;384;399;718;825;941;1053
52210;Coupray;145;400;415;425;440;800;920;1040;1160
52200;Courcelles-en-Montagne;185;287;302;312;327;573;659;768;865
52110;Courcelles-sur-Blaise;100;369;384;394;409;738;849;966;1080
52210;Cour-l'Évêque;160;194;209;219;234;388;446;545;624
52600;Culmont;190;318;333;343;358;635;730;842;946
52300;Curel;95;379;394;404;419;759;873;991;1106
52330;Curmont;130;183;198;208;223;367;422;520;597
52190;Cusey;205;256;271;281;296;511;588;694;785
52240;Cuves;180;410;425;435;450;821;944;1065;1187
52110;Daillancourt;115;359;374;384;399;718;825;941;1053
52240;Daillecourt;200;225;240;250;265;449;517;619;704
52140;Dammartin-sur-Meuse;195;400;415;425;440;800;920;1040;1160
52360;Dampierre;180;390;405;415;430;779;896;1015;1133
52400;Damrémont;200;359;374;384;399;718;825;941;1053
52210;Dancevoir;155;400;415;425;440;800;920;1040;1160
52700;Darmannes;170;307;322;332;347;614;707;817;919
52120;Dinteville;130;338;353;363;378;676;778;892;999
52130;Domblain;90;256;271;281;296;511;588;694;785
52190;Dommarien;195;173;188;198;213;346;398;496;570
52110;Dommartin-le-Franc;95;390;405;415;430;779;896;1015;1133
52110;Dommartin-le-Saint-Père;100;183;198;208;223;367;422;520;597
52270;Domremy-Landéville;115;194;209;219;234;388;446;545;624
52150;Doncourt-sur-Meuse;220;225;240;250;265;449;517;619;704
52300;Donjeux;110;441;456;466;481;883;1015;1139;1267
52270;Doulaincourt-Saucourt;120;214;229;239;254;429;493;595;677
52110;Doulevant-le-Château;95;235;250;260;275;470;541;644;731
52130;Doulevant-le-Petit;95;183;198;208;223;367;422;520;597
52220;Droyes;65;183;198;208;223;367;422;520;597
52230;Échenay;115;122;137;147;162;243;280;372;436
52290;Éclaron-Braucourt-Sainte-Livière;70;225;240;250;265;449;517;619;704
52700;Ecot-la-Combe;185;132;147;157;172;264;303;397;463
52300;Effincourt;110;369;384;394;409;738;849;966;1080
52400;Enfonvelle;220;214;229;239;254;429;493;595;677
52230;Épizon;120;441;456;466;481;883;1015;1139;1267
52340;Esnouveaux;175;235;250;260;275;470;541;644;731
52000;Euffigneix;160;348;363;373;388;697;801;916;1026
52410;Eurville-Bienville;80;318;333;343;358;635;730;842;946
52500;Farincourt;220;153;168;178;193;305;351;446;517
52260;Faverolles;165;441;456;466;481;883;1015;1139;1267
52500;Fayl-Billot;205;328;343;353;368;656;754;867;972
52130;Fays;95;410;425;435;450;821;944;1065;1187
52300;Ferrière-et-Lafolie;110;183;198;208;223;367;422;520;597
52250;Flagey;180;214;229;239;254;429;493;595;677
52110;Flammerécourt;120;359;374;384;399;718;825;941;1053
52170;Fontaines-sur-Marne;90;235;250;260;275;470;541;644;731
52700;Forcey;180;173;188;198;213;346;398;496;570
52800;Foulain;160;359;374;384;399;718;825;941;1053
52220;Frampas;75;318;333;343;358;635;730;842;946
52360;Frécourt;195;142;157;167;182;284;327;421;490
52400;Fresnes-sur-Apance;215;390;405;415;430;779;896;1015;1133
52320;Froncles;125;431;446;456;471;862;991;1114;1240
52300;Fronville;105;245;260;270;285;491;564;669;758
52500;Genevrières;215;204;219;229;244;408;469;570;651
52320;La Genevroye;125;431;446;456;471;862;991;1114;1240
52160;Germaines;195;245;260;270;285;491;564;669;758
52150;Germainvilliers;220;390;405;415;430;779;896;1015;1133
52230;Germay;115;441;456;466;481;883;1015;1139;1267
52230;Germisay;120;225;240;250;265;449;517;619;704
52210;Giey-sur-Aujon;160;235;250;260;275;470;541;644;731
52330;Gillancourt;140;318;333;343;358;635;730;842;946
52230;Gillaumé;115;276;291;301;316;553;635;743;838
52500;Gilley;220;225;240;250;265;449;517;619;704
52150;Goncourt;50;441;456;466;481;883;1015;1139;1267
52150;Graffigny-Chemin;220;91;106;116;131;181;208;298;356
52600;Grandchamp;200;441;456;466;481;883;1015;1139;1267
52500;Grenant;205;400;415;425;440;800;920;1040;1160
52320;Gudmont-Villiers;115;410;425;435;450;821;944;1065;1187
52300;Guindrecourt-aux-Ormes;95;225;240;250;265;449;517;619;704
52330;Guindrecourt-sur-Blaise;130;183;198;208;223;367;422;520;597
52400;Guyonvelle;220;256;271;281;296;511;588;694;785
52150;Hâcourt;225;441;456;466;481;883;1015;1139;1267
52100;Hallignicourt;65;452;467;477;492;903;1039;1164;1294
52150;Harréville-les-Chanteurs;150;122;137;147;162;243;280;372;436
52600;Haute-Amance;200;297;312;322;337;594;683;793;892
52600;Heuilley-Cotton;190;400;415;425;440;800;920;1040;1160
52600;Heuilley-le-Grand;195;379;394;404;419;759;873;991;1106
52150;Huilliécourt;195;390;405;415;430;779;896;1015;1133
52290;Humbécourt;75;390;405;415;430;779;896;1015;1133
52700;Humberville;130;142;157;167;182;284;327;421;490
52200;Humes-Jorquenay;175;256;271;281;296;511;588;694;785
52150;Illoud;155;348;363;373;388;697;801;916;1026
52140;Is-en-Bassigny;185;307;322;332;347;614;707;817;919
52190;Isômes;200;369;384;394;409;738;849;966;1080
52300;Joinville;100;400;415;425;440;800;920;1040;1160
52000;Jonchery;155;194;209;219;234;388;446;545;624
52330;Juzennecourt;145;307;322;332;347;614;707;817;919
52330;Lachapelle-en-Blaisy;145;287;302;312;327;573;659;768;865
52700;Lafauche;135;287;302;312;327;573;659;768;865
52500;Laferté-sur-Amance;215;266;281;291;306;532;612;718;811
52120;Laferté-sur-Aube;120;431;446;456;471;862;991;1114;1240
52310;Lamancine;130;235;250;260;275;470;541;644;731
52330;Lamothe-en-Blaisy;145;256;271;281;296;511;588;694;785
52400;Laneuvelle;205;287;302;312;327;573;659;768;865
52220;Laneuville-à-Rémy;85;410;425;435;450;821;944;1065;1187
52100;Laneuville-au-Pont;65;163;178;188;203;326;374;471;543
52200;Langres;180;122;137;147;162;243;280;372;436
52800;Lanques-sur-Rognon;175;359;374;384;399;718;825;941;1053
52120;Lanty-sur-Aube;130;348;363;373;388;697;801;916;1026
52400;Larivière-Arnoncourt;210;256;271;281;296;511;588;694;785
52120;Latrecey-Ormoy-sur-Aube;140;421;436;446;461;841;967;1090;1214
52140;Lavernoy;200;276;291;301;316;553;635;743;838
52000;Laville-aux-Bois;165;400;415;425;440;800;920;1040;1160
52140;Lavilleneuve;195;328;343;353;368;656;754;867;972
52120;Lavilleneuve-au-Roi;135;390;405;415;430;779;896;1015;1133
52360;Lecey;190;266;281;291;306;532;612;718;811
52210;Leffonds;155;379;394;404;419;759;873;991;1106
52110;Leschères-sur-le-Blaiseron;120;307;322;332;347;614;707;817;919
52190;Leuchey;190;235;250;260;275;470;541;644;731
52700;Leurville;125;379;394;404;419;759;873;991;1106
52150;Levécourt;225;245;260;270;285;491;564;669;758
52230;Lezéville;120;452;467;477;492;903;1039;1164;1294
52700;Liffol-le-Petit;135;235;250;260;275;470;541;644;731
52500;Les Loges;200;266;281;291;306;532;612;718;811
52240;Longchamp;185;400;415;425;440;800;920;1040;1160
52250;Longeau-Percey;185;369;384;394;409;738;849;966;1080
52220;Longeville-sur-la-Laines;80;369;384;394;409;738;849;966;1080
52130;Louvemont;80;153;168;178;193;305;351;446;517
52800;Louvières;170;153;168;178;193;305;351;446;517
52220;Louze;85;338;353;363;378;676;778;892;999
52000;Luzy-sur-Marne;160;163;178;188;203;326;374;471;543
52500;Maâtz;200;318;333;343;358;635;730;842;946
52130;Magneux;90;400;415;425;440;800;920;1040;1160
52240;Maisoncelles;200;173;188;198;213;346;398;496;570
52300;Maizières;90;400;415;425;440;800;920;1040;1160
52500;Maizières-sur-Amance;210;173;188;198;213;346;398;496;570
52150;Malaincourt-sur-Meuse;220;421;436;446;461;841;967;1090;1214
52800;Mandres-la-Côte;175;441;456;466;481;883;1015;1139;1267
52700;Manois;130;348;363;373;388;697;801;916;1026
52260;Marac;170;256;271;281;296;511;588;694;785
52370;Maranville;130;338;353;363;378;676;778;892;999
52320;Marbéville;130;256;271;281;296;511;588;694;785
52360;Marcilly-en-Bassigny;205;256;271;281;296;511;588;694;785
52200;Mardor;175;410;425;435;450;821;944;1065;1187
52700;Mareilles;170;348;363;373;388;697;801;916;1026
52800;Marnay-sur-Marne;170;338;353;363;378;676;778;892;999
52300;Mathons;100;338;353;363;378;676;778;892;999
52400;Melay;220;194;209;219;234;388;446;545;624
52240;Mennouveaux;155;441;456;466;481;883;1015;1139;1267
52240;Merrey;170;307;322;332;347;614;707;817;919
52110;Mertrud;90;338;353;363;378;676;778;892;999
52310;Meures;125;173;188;198;213;346;398;496;570
52240;Millières;150;245;260;270;285;491;564;669;758
52320;Mirbel;115;297;312;322;337;594;683;793;892
52100;Moëslains;65;225;240;250;265;449;517;619;704
52400;Montcharvot;200;122;137;147;162;243;280;372;436
52330;Montheries;115;400;415;425;440;800;920;1040;1160
52220;Montier-en-Der;70;225;240;250;265;449;517;619;704
52700;Montot-sur-Rognon;125;132;147;157;172;264;303;397;463
52130;Montreuil-sur-Blaise;85;245;260;270;285;491;564;669;758
52230;Montreuil-sur-Thonnance;105;163;178;188;203;326;374;471;543
52190;Montsaugeon;195;204;219;229;244;408;469;570;651
52110;Morancourt;95;390;405;415;430;779;896;1015;1133
52700;Morionvilliers;122;183;198;208;223;367;422;520;597
52160;Mouilleron;195;239;254;264;279;478;550;654;742
52300;Mussey-sur-Marne;110;390;405;415;430;779;896;1015;1133
52170;Narcy;80;214;229;239;254;429;493;595;677
52360;Neuilly-l'Évêque;180;153;168;178;193;305;351;446;517
52000;Neuilly-sur-Suize;145;359;374;384;399;718;825;941;1053
52400;Neuvelle-lès-Voisey;205;287;302;312;327;573;659;768;865
52150;Nijon;160;410;425;435;450;821;944;1065;1187
52800;Ninville;165;318;333;343;358;635;730;842;946
52800;Nogent;160;328;343;353;368;656;754;867;972
52600;Noidant-Chatenoy;185;318;333;343;358;635;730;842;946
52200;Noidant-le-Rocheux;180;369;384;394;409;738;849;966;1080
52300;Nomécourt;95;359;374;384;399;718;825;941;1053
52230;Noncourt-sur-le-Rongeant;105;183;198;208;223;367;422;520;597
52240;Noyers;165;204;219;229;244;408;469;570;651
52110;Nully;90;328;343;353;368;656;754;867;972
52190;Occey;205;173;188;198;213;346;398;496;570
52360;Orbigny-au-Mont;185;410;425;435;450;821;944;1065;1187
52360;Orbigny-au-Val;185;369;384;394;409;738;849;966;1080
52250;Orcevaux;180;369;384;394;409;738;849;966;1080
52120;Orges;135;359;374;384;399;718;825;941;1053
52200;Ormancey;170;266;281;291;306;532;612;718;811
52310;Ormoy-lès-Sexfontaines;130;338;353;363;378;676;778;892;999
52700;Orquevaux;125;256;271;281;296;511;588;694;785
52300;Osne-le-Val;100;245;260;270;285;491;564;669;758
52310;Oudincourt;130;194;209;219;234;388;446;545;624
52150;Outremécourt;170;256;271;281;296;511;588;694;785
52700;Ozières;145;338;353;363;378;676;778;892;999
52600;Le Pailly;190;287;302;312;327;573;659;768;865
52600;Palaiseul;195;379;394;404;419;759;873;991;1106
52230;Pansey;110;390;405;415;430;779;896;1015;1133
52400;Parnoy-en-Bassigny;185;214;229;239;254;429;493;595;677
52300;Paroy-sur-Saulx;105;369;384;394;409;738;849;966;1080
52270;Pautaines-Augeville;115;204;219;229;244;408;469;570;651
52200;Peigney;175;225;240;250;265;449;517;619;704
52200;Perrancey-les-Vieux-Moulins;175;348;363;373;388;697;801;916;1026
52160;Perrogney-les-Fontaines;180;348;363;373;388;697;801;916;1026
52240;Perrusse;155;359;374;384;399;718;825;941;1053
52100;Perthes;60;307;322;332;347;614;707;817;919
52500;Pierremont-sur-Amance;205;111;126;136;151;223;256;347;409
52500;Pisseloup;210;410;425;435;450;821;944;1065;1187
52220;Planrupt;70;421;436;446;461;841;967;1090;1214
52360;Plesnoy;190;132;147;157;172;264;303;397;463
52160;Poinsenot;180;379;394;404;419;759;873;991;1106
52500;Poinson-lès-Fayl;200;359;374;384;399;718;825;941;1053
52160;Poinson-lès-Grancey;180;400;415;425;440;800;920;1040;1160
52800;Poinson-lès-Nogent;170;359;374;384;399;718;825;941;1053
52360;Poiseul;185;338;353;363;378;676;778;892;999
52230;Poissons;105;369;384;394;409;738;849;966;1080
52120;Pont-la-Ville;115;204;219;229;244;408;469;570;651
52800;Poulangy;165;225;240;250;265;449;517;619;704
52160;Praslay;180;328;343;353;368;656;754;867;972
52190;Prauthoy;200;359;374;384;399;718;825;941;1053
52500;Pressigny;205;400;415;425;440;800;920;1040;1160
52700;Prez-sous-Lafauche;130;410;425;435;450;821;944;1065;1187
52220;Puellemontier;70;256;271;281;296;511;588;694;785
52170;Rachecourt-sur-Marne;90;132;147;157;172;264;303;397;463
52130;Rachecourt-Suzémont;90;173;188;198;213;346;398;496;570
52140;Rançonnières;200;173;188;198;213;346;398;496;570
52140;Rangecourt;170;400;415;425;440;800;920;1040;1160
52370;Rennepont;110;338;353;363;378;676;778;892;999
52700;Reynel;130;214;229;239;254;429;493;595;677
52000;Riaucourt;135;256;271;281;296;511;588;694;785
52120;Richebourg;150;266;281;291;306;532;612;718;811
52700;Rimaucourt;130;297;312;322;337;594;683;793;892
52190;Rivière-les-Fosses;200;256;271;281;296;511;588;694;785
52600;Rivières-le-Bois;194;400;415;425;440;800;920;1040;1160
52330;Rizaucourt-Buchey;105;388;403;413;428;775;892;1010;1128
52220;Robert-Magny-Laneuville-à-Rémy;85;204;219;229;244;408;469;570;651
52700;Rochefort-sur-la-Côte;135;163;178;188;203;326;374;471;543
52270;Roches-Bettaincourt;125;266;281;291;306;532;612;718;811
52410;Roches-sur-Marne;75;245;260;270;285;491;564;669;758
52210;Rochetaillée;165;142;157;167;182;284;327;421;490
52260;Rolampont;165;328;343;353;368;656;754;867;972
52150;Romain-sur-Meuse;150;328;343;353;368;656;754;867;972
52320;Rouécourt;110;297;312;322;337;594;683;793;892
52160;Rouelles;175;214;229;239;254;429;493;595;677
52500;Rougeux;195;348;363;373;388;697;801;916;1026
52160;Rouvres-sur-Aube;160;390;405;415;430;779;896;1015;1133
52300;Rouvroy-sur-Marne;110;318;333;343;358;635;730;842;946
52300;Rupt;70;214;229;239;254;429;493;595;677
52230;Sailly;110;132;147;157;172;264;303;397;463
52700;Saint-Blin;140;214;229;239;254;429;493;595;677
52190;Saint-Broingt-le-Bois;195;276;291;301;316;553;635;743;838
52190;Saint-Broingt-les-Fosses;190;390;405;415;430;779;896;1015;1133
52200;Saint-Ciergues;170;379;394;404;419;759;873;991;1106
52100;Saint-Dizier;70;338;353;363;378;676;778;892;999
