name;zipcode;type
Bligny;10200;commune
Bossancourt;10140;commune
Bouilly;10320;commune
Boulages;10380;commune
Bouranton;10270;commune
Bourdenay;10290;commune
Bourguignons;10110;commune
Bouy-Luxembourg;10220;commune
Bouy-sur-Orvin;10400;commune
Bragelogne-Beauvoir;10340;commune
Braux;10500;commune
Briel-sur-Barse;10140;commune
Brienne-la-Vieille;10500;commune
Brienne-le-Château;10500;commune
Brillecourt;10240;commune
Bréviandes;10450;commune
Brévonnes;10220;commune
Bucey-en-Othe;10190;commune
Buchères;10800;commune
Buxeuil;10110;commune
Buxières-sur-Arce;10110;commune
Bérulle;10160;commune
Bétignicourt;10500;commune
Celles-sur-Ource;10110;commune
Chacenay;10110;commune
Chalette-sur-Voire;10500;commune
Chamoy;10130;commune
Champ-sur-Barse;10140;commune
Champfleury;10700;commune
Champignol-lez-Mondeville;10200;commune
Champigny-sur-Aube;10700;commune
Channes;10340;commune
Chaource;10210;commune
Chapelle-Vallon;10700;commune
Chappes;10260;commune
Charmont-sous-Barbuise;10150;commune
Charmoy;10290;commune
Charny-le-Bachot;10380;commune
Chaserey;10210;commune
Chauchigny;10170;commune
Chaudrey;10240;commune
Chauffour-lès-Bailly;10110;commune
Chaumesnil;10500;commune
Chavanges;10330;commune
Chennegy;10190;commune
Chervey;10110;commune
Chesley;10210;commune
Chessy-les-Prés;10130;commune
Châtres;10510;commune
Clérey;10390;commune
Coclois;10240;commune
Colombé-la-Fosse;10200;commune
Colombé-le-Sec;10200;commune
Cormost;10800;commune
Courcelles-sur-Voire;10500;commune
Courceroy;10400;commune
Coursan-en-Othe;10130;commune
Courtaoult;10130;commune
Courtenot;10260;commune
Courteranges;10270;commune
Courteron;10250;commune
Coussegrey;10210;commune
Couvignon;10200;commune
Crancey;10100;commune
Creney-près-Troyes;10150;commune
Crespy-le-Neuf;10500;commune
Crésantignes;10320;commune
Cunfin;10360;commune
Cussangy;10210;commune
Dampierre;10240;commune
Davrey;10130;commune
Dienville;10500;commune
Dierrey-Saint-Julien;10190;commune
Dierrey-Saint-Pierre;10190;commune
Dolancourt;10200;commune
Dommartin-le-Coq;10240;commune
Donnement;10330;commune
Dosches;10220;commune
Dosnon;10700;commune
Droupt-Saint-Basle;10170;commune
Droupt-Sainte-Marie;10170;commune
Eaux-Puiseaux;10130;commune
Engente;10200;commune
Ervy-le-Châtel;10130;commune
Essoyes;10360;commune
Estissac;10190;commune
Faux-Villecerf;10290;commune
Fay-lès-Marcilly;10290;commune
Fays-la-Chapelle;10320;commune
Ferreux-Quincey;10400;commune
Feuges;10150;commune
Fontaine;10200;commune
Fontaine-les-Grès;10280;commune
Fontaine-Mâcon;10400;commune
Fontenay-de-Bossery;10400;commune
Fontette;10360;commune
Fontvannes;10190;commune
Fouchères;10260;commune
Fralignes;10110;commune
Fravaux;10200;commune
Fresnay;10200;commune
Fresnoy-le-Château;10270;commune
Fuligny;10200;commune
Grandville;10700;commune
Gumery;10400;commune
Gyé-sur-Seine;10250;commune
Gélannes;10100;commune
Géraudot;10220;commune
Hampigny;10500;commune
Herbisse;10700;commune
Isle-Aubigny;10240;commune
Isle-Aumont;10800;commune
Jasseines;10330;commune
Jaucourt;10200;commune
Javernant;10320;commune
Jessains;10140;commune
Jeugny;10320;commune
Joncreuil;10330;commune
Jully-sur-Sarce;10260;commune
Juvancourt;10310;commune
Juvanzé;10140;commune
Juzanvigny;10500;commune
La Chaise;10500;commune
La Chapelle-Saint-Luc;10600;commune
La Fosse-Corduan;10100;commune
La Loge-aux-Chèvres;10140;commune
La Loge-Pomblin;10210;commune
La Louptière-Thénard;10400;commune
La Motte-Tilly;10400;commune
La Rivière-de-Corps;10440;commune
La Rothière;10500;commune
La Saulsotte;10400;commune
La Vendue-Mignot;10800;commune
La Ville-aux-Bois;10500;commune
La Villeneuve-au-Châtelot;10400;commune
La Villeneuve-au-Chêne;10140;commune
Lagesse;10210;commune
Laines-aux-Bois;10120;commune
Landreville;10110;commune
Lantages;10210;commune
Lassicourt;10500;commune
Laubressel;10270;commune
Lavau;10150;commune
Le Chêne;10700;commune
Le Mériot;10400;commune
Le Pavillon-Sainte-Julie;10350;commune
Lentilles;10330;commune
Les Bordes-Aumont;10800;commune
Les Croûtes;10130;commune
Les Grandes-Chapelles;10170;commune
Les Granges;10210;commune
Les Loges-Margueron;10210;commune
Les Noës-près-Troyes;10420;commune
Les Riceys;10340;commune
Lesmont;10500;commune
Lhuître;10700;commune
Lignières;10130;commune
Lignol-le-Château;10200;commune
Lirey;10320;commune
Loches-sur-Ource;10110;commune
Longchamp-sur-Aujon;10310;commune
Longeville-sur-Mogne;10320;commune
Longpré-le-Sec;10140;commune
Longsols;10240;commune
Longueville-sur-Aube;10170;commune
Lusigny-sur-Barse;10270;commune
Luyères;10150;commune
Lévigny;10200;commune
Macey;10300;commune
Machy;10320;commune
Magnant;10110;commune
Magnicourt;10240;commune
Magny-Fouchard;10140;commune
Mailly-le-Camp;10230;commune
Maison-des-Champs;10140;commune
Maisons-lès-Chaource;10210;commune
Maisons-lès-Soulaines;10200;commune
Maizières-la-Grande-Paroisse;10510;commune
Maizières-lès-Brienne;10500;commune
Maraye-en-Othe;10160;commune
Marcilly-le-Hayer;10290;commune
Marigny-le-Châtel;10350;commune
Marnay-sur-Seine;10400;commune
Marolles-lès-Bailly;10110;commune
Marolles-sous-Lignières;10130;commune
Mathaux;10500;commune
Maupas;10320;commune
Mergey;10600;commune
Merrey-sur-Arce;10110;commune
Mesgrigny;10170;commune
Mesnil-la-Comtesse;10700;commune
Mesnil-Lettre;10240;commune
Mesnil-Saint-Loup;10190;commune
Mesnil-Saint-Père;10140;commune
Mesnil-Sellières;10220;commune
Messon;10190;commune
Metz-Robert;10210;commune
Meurville;10200;commune
Molins-sur-Aube;10500;commune
Montaulin;10270;commune
Montceaux-lès-Vaudes;10260;commune
Montfey;10130;commune
Montgueux;10300;commune
Montier-en-l'Isle;10200;commune
Montigny-les-Monts;10130;commune
Montiéramey;10270;commune
Montmartin-le-Haut;10140;commune
Montmorency-Beaufort;10330;commune
Montpothier;10400;commune
Montreuil-sur-Barse;10270;commune
Montsuzain;10150;commune
Morembert;10240;commune
Morvilliers;10500;commune
Moussey;10800;commune
Mussy-sur-Seine;10250;commune
Méry-sur-Seine;10170;commune
Neuville-sur-Seine;10250;commune
Neuville-sur-Vanne;10190;commune
Nogent-en-Othe;10160;commune
Nogent-sur-Aube;10240;commune
Nogent-sur-Seine;10400;commune
Nozay;10700;commune
Noé-les-Mallets;10360;commune
Onjon;10220;commune
Origny-le-Sec;10510;commune
Ormes;10700;commune
Ortillon;10700;commune
Orvilliers-Saint-Julien;10170;commune
Ossey-les-Trois-Maisons;10100;commune
Paisy-Cosdon;10160;commune
Pargues;10210;commune
Pars-lès-Chavanges;10330;commune
Pars-lès-Romilly;10100;commune
Payns;10600;commune
Pel-et-Der;10500;commune
Perthes-lès-Brienne;10500;commune
Petit-Mesnil;10500;commune
Piney;10220;commune
Plaines-Saint-Lange;10250;commune
Plancy-l'Abbaye;10380;commune
Planty;10160;commune
Plessis-Barbuise;10400;commune
Poivres;10700;commune
Poligny;10110;commune
Polisot;10110;commune
Polisy;10110;commune
Pont-Sainte-Marie;10150;commune
Pont-sur-Seine;10400;commune
Pouan-les-Vallées;10700;commune
Pougy;10240;commune
Pouy-sur-Vannes;10290;commune
Praslin;10210;commune
Proverville;10200;commune
Prugny;10190;commune
Prunay-Belleville;10350;commune
Prusy;10210;commune
Précy-Notre-Dame;10500;commune
Précy-Saint-Martin;10500;commune
Prémierfait;10170;commune
Puits-et-Nuisement;10140;commune
Pâlis;10190;commune
Périgny-la-Rose;10400;commune
Racines;10130;commune
Radonvilliers;10500;commune
Ramerupt;10240;commune
Rances;10500;commune
Rhèges;10170;commune
Rigny-la-Nonneuse;10290;commune
Rigny-le-Ferron;10160;commune
Rilly-Sainte-Syre;10280;commune
Romilly-sur-Seine;10100;commune
Roncenay;10320;commune
Rosières-près-Troyes;10430;commune
Rosnay-l'Hôpital;10500;commune
Rouilly-Sacey;10220;commune
Rouilly-Saint-Loup;10800;commune
Rouvres-les-Vignes;10200;commune
Rumilly-lès-Vaudes;10260;commune
Ruvigny;10410;commune
Saint-André-les-Vergers;10120;commune
Saint-Aubin;10400;commune
Saint-Benoist-sur-Vanne;10160;commune
Saint-Benoît-sur-Seine;10180;commune
Saint-Christophe-Dodinicourt;10500;commune
Saint-Flavy;10350;commune
Saint-Germain;10120;commune
Saint-Hilaire-sous-Romilly;10100;commune
Saint-Jean-de-Bonneval;10320;commune
Saint-Julien-les-Villas;10800;commune
Saint-Loup-de-Buffigny;10100;commune
Saint-Lupien;10350;commune
Saint-Lyé;10180;commune
Saint-Léger-près-Troyes;10800;commune
Saint-Léger-sous-Brienne;10500;commune
Saint-Léger-sous-Margerie;10330;commune
Saint-Mards-en-Othe;10160;commune
Saint-Martin-de-Bossenay;10100;commune
Saint-Mesmin;10280;commune
Saint-Nabord-sur-Aube;10700;commune
Saint-Nicolas-la-Chapelle;10400;commune
Saint-Oulph;10170;commune
Saint-Parres-aux-Tertres;10410;commune
Saint-Parres-lès-Vaudes;10260;commune
Saint-Phal;10130;commune
Saint-Pouange;10120;commune
Saint-Remy-sous-Barbuise;10700;commune
Saint-Thibault;10800;commune
Saint-Usage;10360;commune
Saint-Étienne-sous-Barbuise;10700;commune
Sainte-Maure;10150;commune
Sainte-Savine;10300;commune
Salon;10700;commune
Saulcy;10200;commune
Savières;10600;commune
Semoine;10700;commune
Soligny-les-Étangs;10400;commune
Sommeval;10320;commune
Soulaines-Dhuys;10200;commune
Souligny;10320;commune
Spoy;10200;commune
Thennelières;10410;commune
Thieffrain;10140;commune
Thil;10200;commune
Thors;10200;commune
Torcy-le-Grand;10700;commune
Torcy-le-Petit;10700;commune
Torvilliers;10440;commune
Trancault;10290;commune
Trannes;10140;commune
Traînel;10400;commune
Trouans;10700;commune
Troyes;10000;commune
Turgy;10210;commune
Unienville;10140;commune
Urville;10200;commune
Vailly;10150;commune
Val-d'Auzon;10220;commune
Vallant-Saint-Georges;10170;commune
Vallentigny;10500;commune
Vallières;10210;commune
Vanlay;10210;commune
Vauchassis;10190;commune
Vauchonvilliers;10140;commune
Vaucogne;10240;commune
Vaudes;10260;commune
Vaupoisson;10700;commune
Vendeuvre-sur-Barse;10140;commune
Vernonvilliers;10200;commune
Verpillières-sur-Ource;10360;commune
Verricourt;10240;commune
Verrières;10390;commune
Villacerf;10600;commune
Villadin;10290;commune
Ville-sous-la-Ferté;10310;commune
Ville-sur-Arce;10110;commune
Ville-sur-Terre;10200;commune
Villechétif;10410;commune
Villeloup;10350;commune
Villemaur-sur-Vanne;10190;commune
Villemereuil;10800;commune
Villemoiron-en-Othe;10160;commune
Villemorien;10110;commune
Villemoyenne;10260;commune
Villenauxe-la-Grande;10370;commune
Villeneuve-au-Chemin;10130;commune
Villeret;10330;commune
Villery;10320;commune
Villette-sur-Aube;10700;commune
Villiers-Herbisse;10700;commune
Villiers-le-Bois;10210;commune
Villiers-sous-Praslin;10210;commune
Villy-en-Trodes;10140;commune
Villy-le-Bois;10800;commune
Villy-le-Maréchal;10800;commune
Vinets;10700;commune
Virey-sous-Bar;10260;commune
Vitry-le-Croisé;10110;commune
Viviers-sur-Artaut;10110;commune
Viâpres-le-Petit;10380;commune
Voigny;10200;commune
Vosnon;10130;commune
Vougrey;10210;commune
Voué;10150;commune
Vulaines;10160;commune
Yèvres-le-Petit;10500;commune
Echemines;10350;commune
Eclance;10200;commune
Eguilly-sous-Bois;10110;commune
Epagne;10500;commune
Epothémont;10500;commune
Etourvy;10210;commune
Etrelles-sur-Aube;10170;commune
Ablancourt;51240;commune
Aigny;51150;commune
Allemanche-Launay-et-Soyer;51260;commune
Allemant;51120;commune
Alliancelles;51250;commune
Ambonnay;51150;commune
Ambrières;51290;commune
Anglure;51260;commune
Angluzelles-et-Courcelles;51230;commune
Anthenay;51700;commune
Aougny;51170;commune
Arcis-le-Ponsart;51170;commune
Argers;51800;commune
Arrigny;51290;commune
Arzillières-Neuville;51290;commune
Athis;51150;commune
Aubérive;51600;commune
Aubilly;51170;commune
Aulnay-l'Aître;51240;commune
Aulnay-sur-Marne;51150;commune
Auménancourt;51110;commune
Auve;51800;commune
Avenay-Val-d'Or;51160;commune
Avize;51190;commune
Aÿ;51160;commune
Baconnes;51400;commune
Bagneux;51260;commune
Le Baizil;51270;commune
Bannay;51270;commune
Bannes;51230;commune
Barbonne-Fayel;51120;commune
Baslieux-lès-Fismes;51170;commune
Baslieux-sous-Châtillon;51700;commune
Bassu;51300;commune
Bassuet;51300;commune
Baudement;51260;commune
Baye;51270;commune
Bazancourt;51110;commune
Beaumont-sur-Vesle;51360;commune
Beaunay;51270;commune
Beine-Nauroy;51490;commune
Belval-en-Argonne;51330;commune
Belval-sous-Châtillon;51480;commune
Bergères-lès-Vertus;51130;commune
Bergères-sous-Montmirail;51210;commune
Berméricourt;51220;commune
Berru;51420;commune
Berzieux;51800;commune
Bétheniville;51490;commune
Bétheny;51450;commune
Bethon;51260;commune
Bettancourt-la-Longue;51330;commune
Bezannes;51430;commune
Bignicourt-sur-Marne;51300;commune
Bignicourt-sur-Saulx;51340;commune
Billy-le-Grand;51400;commune
Binarville;51800;commune
Binson-et-Orquigny;51700;commune
Bisseuil;51150;commune
Blacy;51300;commune
Blaise-sous-Arzillières;51300;commune
Blesme;51340;commune
Bligny;51170;commune
Boissy-le-Repos;51210;commune
Bouchy-Saint-Genest;51310;commune
Bouilly;51390;commune
Bouleuse;51170;commune
Boult-sur-Suippe;51110;commune
Bourgogne;51110;commune
Boursault;51480;commune
Bouvancourt;51140;commune
Bouy;51400;commune
Bouzy;51150;commune
Brandonvillers;51290;commune
Branscourt;51140;commune
Braux-Sainte-Cohière;51800;commune
Braux-Saint-Remy;51800;commune
Bréban;51320;commune
Breuil;51140;commune
Le Breuil;51210;commune
Breuvery-sur-Coole;51240;commune
Brimont;51220;commune
Brouillet;51170;commune
Broussy-le-Grand;51230;commune
Broussy-le-Petit;51230;commune
Broyes;51120;commune
Brugny-Vaudancourt;51530;commune
Brusson;51300;commune
Le Buisson;51300;commune
Bussy-le-Château;51600;commune
Bussy-le-Repos;51330;commune
Bussy-Lettrée;51320;commune
La Caure;51270;commune
Caurel;51110;commune
Cauroy-lès-Hermonville;51220;commune
La Celle-sous-Chantemerle;51260;commune
Cernay-en-Dormois;51800;commune
Cernay-lès-Reims;51420;commune
Cernon;51240;commune
Chaintrix-Bierges;51130;commune
Châlons-en-Champagne;51000;commune
Châlons-sur-Vesle;51140;commune
Chaltrait;51130;commune
Chambrecy;51170;commune
Chamery;51500;commune
Champaubert;51270;commune
Champfleury;51500;commune
Champguyon;51310;commune
Champigneul-Champagne;51150;commune
Champigny;51370;commune
Champillon;51160;commune
Champlat-et-Boujacourt;51480;commune
Champvoisy;51700;commune
Changy;51300;commune
Chantemerle;51260;commune
Chapelaine;51290;commune
La Chapelle-Felcourt;51800;commune
La Chapelle-Lasson;51260;commune
La Chapelle-sous-Orbais;51270;commune
Charleville;51120;commune
Charmont;51330;commune
Les Charmontois;51330;commune
Le Châtelier;51330;commune
Châtelraould-Saint-Louvent;51300;commune
Châtillon-sur-Broué;51290;commune
Châtillon-sur-Marne;51700;commune
Châtillon-sur-Morin;51310;commune
Châtrices;51800;commune
Chaudefontaine;51800;commune
Chaumuzy;51170;commune
La Chaussée-sur-Marne;51240;commune
Chavot-Courcourt;51530;commune
Le Chemin;51800;commune
Cheminon;51250;commune
Chenay;51140;commune
Cheniers;51510;commune
La Cheppe;51600;commune
Cheppes-la-Prairie;51240;commune
Chepy;51240;commune
Cherville;51150;commune
Chichey;51120;commune
Chigny-les-Roses;51500;commune
Chouilly;51530;commune
Clamanges;51130;commune
Clesles;51260;commune
Cloyes-sur-Marne;51300;commune
Coizard-Joches;51270;commune
Compertrix;51510;commune
Condé-sur-Marne;51150;commune
Conflans-sur-Seine;51260;commune
Congy;51270;commune
Connantray-Vaurefroy;51230;commune
Connantre;51230;commune
Contault;51330;commune
Coole;51320;commune
Coolus;51510;commune
Corbeil;51320;commune
Corfélix;51210;commune
Cormicy;51220;commune
Cormontreuil;51350;commune
Cormoyeux;51480;commune
Corribert;51270;commune
Corrobert;51210;commune
Corroy;51230;commune
Coulommes-la-Montagne;51390;commune
Coupetz;51240;commune
Coupéville;51240;commune
Courcelles-Sapicourt;51140;commune
Courcemain;51260;commune
Courcy;51220;commune
Courdemanges;51300;commune
Courgivaux;51310;commune
Courjeonnet;51270;commune
Courlandon;51170;commune
Courmas;51390;commune
Courtagnon;51480;commune
Courtémont;51800;commune
Courthiézy;51700;commune
Courtisols;51460;commune
Courville;51170;commune
Couvrot;51300;commune
Cramant;51530;commune
La Croix-en-Champagne;51600;commune
Crugny;51170;commune
Cuchery;51480;commune
Cuis;51530;commune
Cuisles;51700;commune
Cumières;51480;commune
Cuperly;51400;commune
Damery;51480;commune
Dampierre-au-Temple;51400;commune
Dampierre-le-Château;51330;commune
Dampierre-sur-Moivre;51240;commune
Dizy;51530;commune
Dommartin-Dampierre;51800;commune
Dommartin-Lettrée;51320;commune
Dommartin-sous-Hans;51800;commune
Dommartin-Varimont;51330;commune
Dompremy;51300;commune
Dontrien;51490;commune
Dormans;51700;commune
Drosnay;51290;commune
Drouilly;51300;commune
Éclaires;51800;commune
Écollemont;51290;commune
Écriennes;51300;commune
Écueil;51500;commune
Écury-le-Repos;51230;commune
Écury-sur-Coole;51240;commune
Élise-Daucourt;51800;commune
Épense;51330;commune
Épernay;51200;commune
L'Épine;51460;commune
Époye;51490;commune
Escardes;51310;commune
Esclavolles-Lurey;51260;commune
Les Essarts-lès-Sézanne;51120;commune
Les Essarts-le-Vicomte;51310;commune
Esternay;51310;commune
Étoges;51270;commune
Étréchy;51130;commune
Étrepy;51340;commune
Euvy;51230;commune
Fagnières;51510;commune
Faux-Fresnay;51230;commune
Faux-Vésigneul;51320;commune
Faverolles-et-Coëmy;51170;commune
Favresse;51300;commune
Fèrebrianges;51270;commune
Fère-Champenoise;51230;commune
Festigny;51700;commune
Fismes;51170;commune
Flavigny;51190;commune
Fleury-la-Rivière;51480;commune
Florent-en-Argonne;51800;commune
Fontaine-Denis-Nuisy;51120;commune
Fontaine-en-Dormois;51800;commune
Fontaine-sur-Ay;51160;commune
La Forestière;51120;commune
Francheville;51240;commune
Le Fresne;51240;commune
Fresne-lès-Reims;51110;commune
Frignicourt;51300;commune
Fromentières;51210;commune
Le Gault-Soigny;51210;commune
Gaye;51120;commune
Germaine;51160;commune
Germigny;51390;commune
Germinon;51130;commune
Giffaumont-Champaubert;51290;commune
Gigny-Bussy;51290;commune
Gionges;51130;commune
Givry-en-Argonne;51330;commune
Givry-lès-Loisy;51130;commune
Gizaucourt;51800;commune
Glannes;51300;commune
Gourgançon;51230;commune
Les Grandes-Loges;51400;commune
Granges-sur-Aube;51260;commune
Gratreuil;51800;commune
Grauves;51190;commune
Gueux;51390;commune
Hans;51800;commune
Haussignémont;51300;commune
Haussimont;51320;commune
Hauteville;51290;commune
Hautvillers;51160;commune
Heiltz-le-Hutier;51300;commune
Heiltz-le-Maurupt;51340;commune
Heiltz-l'Évêque;51340;commune
Hermonville;51220;commune
Herpont;51460;commune
Heutrégiville;51110;commune
Hourges;51140;commune
Huiron;51300;commune
Humbauville;51320;commune
Igny-Comblizy;51700;commune
Isles-sur-Suippe;51110;commune
Isle-sur-Marne;51290;commune
Isse;51150;commune
Les Istres-et-Bury;51190;commune
Jâlons;51150;commune
Janvilliers;51210;commune
Janvry;51390;commune
Joiselle;51310;commune
Jonchery-sur-Suippe;51600;commune
Jonchery-sur-Vesle;51140;commune
Jonquery;51700;commune
Jouy-lès-Reims;51390;commune
Jussecourt-Minecourt;51340;commune
Juvigny;51150;commune
Lachy;51120;commune
Lagery;51170;commune
Landricourt;51290;commune
Larzicourt;51290;commune
Laval-sur-Tourbe;51600;commune
Lavannes;51110;commune
Lenharrée;51230;commune
Leuvrigny;51700;commune
Lhéry;51170;commune
Lignon;51290;commune
Linthelles;51230;commune
Linthes;51230;commune
Lisse-en-Champagne;51300;commune
Livry-Louvercy;51400;commune
Loisy-en-Brie;51130;commune
Loisy-sur-Marne;51300;commune
Loivre;51220;commune
Louvois;51150;commune
Ludes;51500;commune
Luxémont-et-Villotte;51300;commune
Maffrécourt;51800;commune
Magenta;51530;commune
Magneux;51170;commune
Mailly-Champagne;51500;commune
Mairy-sur-Marne;51240;commune
Maisons-en-Champagne;51300;commune
Malmy;51800;commune
Mancy;51530;commune
Marcilly-sur-Seine;51260;commune
Mardeuil;51530;commune
Mareuil-en-Brie;51270;commune
Mareuil-le-Port;51700;commune
Mareuil-sur-Ay;51160;commune
Marfaux;51170;commune
Margerie-Hancourt;51290;commune
Margny;51210;commune
Marigny;51230;commune
Marolles;51300;commune
Marsangis;51260;commune
Marson;51240;commune
Massiges;51800;commune
Matignicourt-Goncourt;51300;commune
Matougues;51510;commune
Maurupt-le-Montois;51340;commune
Mécringes;51210;commune
Le Meix-Saint-Epoing;51120;commune
Le Meix-Tiercelin;51320;commune
Merfy;51220;commune
Merlaut;51300;commune
Méry-Prémecy;51390;commune
Les Mesneux;51370;commune
Le Mesnil-sur-Oger;51190;commune
Minaucourt-le-Mesnil-lès-Hurlus;51800;commune
Mœurs-Verdey;51120;commune
Moiremont;51800;commune
Moivre;51240;commune
Moncetz-l'Abbaye;51290;commune
Moncetz-Longevas;51470;commune
Mondement-Montgivroux;51120;commune
Montbré;51500;commune
Montépreux;51320;commune
Montgenost;51260;commune
Monthelon;51530;commune
Montigny-sur-Vesle;51140;commune
Montmirail;51210;commune
Montmort-Lucy;51270;commune
Mont-sur-Courville;51170;commune
Morangis;51530;commune
Morsains;51210;commune
Moslins;51530;commune
Mourmelon-le-Grand;51400;commune
Mourmelon-le-Petit;51400;commune
Moussy;51530;commune
Muizon;51140;commune
Mutigny;51160;commune
Nanteuil-la-Forêt;51480;commune
Nesle-la-Reposte;51120;commune
Nesle-le-Repons;51700;commune
La Neuville-au-Pont;51800;commune
La Neuville-aux-Bois;51330;commune
La Neuville-aux-Larris;51480;commune
Neuvy;51310;commune
Nogent-l'Abbesse;51420;commune
Noirlieu;51330;commune
Norrois;51300;commune
La Noue;51310;commune
Nuisement-sur-Coole;51240;commune
Œuilly;51480;commune
Oger;51190;commune
Ognes;51230;commune
Oiry;51530;commune
Olizy;51700;commune
Omey;51240;commune
Orbais-l'Abbaye;51270;commune
Orconte;51300;commune
Ormes;51370;commune
Outines;51290;commune
Outrepont;51300;commune
Oyes;51120;commune
Pargny-lès-Reims;51390;commune
Pargny-sur-Saulx;51340;commune
Passavant-en-Argonne;51800;commune
Passy-Grigny;51700;commune
Péas;51120;commune
Les Petites-Loges;51400;commune
Pévy;51140;commune
Pierre-Morains;51130;commune
Pierry;51530;commune
Pleurs;51230;commune
Plichancourt;51300;commune
Plivot;51150;commune
Pocancy;51130;commune
Pogny;51240;commune
Poilly;51170;commune
Poix;51460;commune
Pomacle;51110;commune
Pontfaverger-Moronvilliers;51490;commune
Ponthion;51300;commune
Possesse;51330;commune
Potangis;51260;commune
Pouillon;51220;commune
Pourcy;51480;commune
Pringy;51300;commune
Prosnes;51400;commune
Prouilly;51140;commune
Prunay;51360;commune
Puisieulx;51500;commune
Queudes;51120;commune
Rapsécourt;51330;commune
Recy;51520;commune
Reims;51100;commune
Reims-la-Brûlée;51300;commune
Remicourt;51330;commune
Reuil;51480;commune
Reuves;51120;commune
Réveillon;51310;commune
Rieux;51210;commune
Rilly-la-Montagne;51500;commune
Les Rivières-Henruel;51300;commune
Romain;51140;commune
Romery;51480;commune
Romigny;51170;commune
Rosnay;51390;commune
Rouffy;51130;commune
Rouvroy-Ripont;51800;commune
Sacy;51500;commune
Saint-Amand-sur-Fion;51300;commune
Saint-Bon;51310;commune
Saint-Brice-Courcelles;51370;commune
Saint-Chéron;51290;commune
Sainte-Gemme;51700;commune
Sainte-Marie-à-Py;51600;commune
Sainte-Marie-du-Lac-Nuisement;51290;commune
Sainte-Menehould;51800;commune
Saint-Étienne-au-Temple;51460;commune
Saint-Étienne-sur-Suippe;51110;commune
Saint-Euphraise-et-Clairizet;51390;commune
Saint-Germain-la-Ville;51240;commune
Saint-Gibrien;51510;commune
Saint-Gilles;51170;commune
Saint-Hilaire-au-Temple;51400;commune
Saint-Hilaire-le-Grand;51600;commune
Saint-Hilaire-le-Petit;51490;commune
Saint-Imoges;51160;commune
Saint-Jean-devant-Possesse;51330;commune
Saint-Jean-sur-Moivre;51240;commune
Saint-Jean-sur-Tourbe;51600;commune
Saint-Just-Sauvage;51260;commune
Saint-Léonard;51500;commune
Saint-Loup;51120;commune
Saint-Lumier-en-Champagne;51300;commune
Saint-Lumier-la-Populeuse;51340;commune
Saint-Mard-lès-Rouffy;51130;commune
Saint-Mard-sur-Auve;51800;commune
Saint-Mard-sur-le-Mont;51330;commune
Saint-Martin-aux-Champs;51240;commune
Saint-Martin-d'Ablois;51530;commune
Saint-Martin-l'Heureux;51490;commune
Saint-Martin-sur-le-Pré;51520;commune
Saint-Masmes;51490;commune
Saint-Memmie;51470;commune
Saint-Memmie Courtisols;51460;commune
Saint-Ouen-Domprot;51320;commune
Saint-Pierre;51510;commune
Saint-Quentin-les-Marais;51300;commune
Saint-Quentin-le-Verger;51120;commune
Saint-Quentin-sur-Coole;51240;commune
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;51290;commune
Saint-Remy-sous-Broyes;51120;commune
Saint-Remy-sur-Bussy;51600;commune
Saint-Saturnin;51260;commune
Saint-Souplet-sur-Py;51600;commune
Saint-Thierry;51220;commune
Saint-Thomas-en-Argonne;51800;commune
Saint-Utin;51290;commune
Saint-Vrain;51340;commune
Sarcy;51170;commune
Saron-sur-Aube;51260;commune
Sarry;51520;commune
Saudoy;51120;commune
Savigny-sur-Ardres;51170;commune
Scrupt;51340;commune
Selles;51490;commune
Sept-Saulx;51400;commune
Sermaize-les-Bains;51250;commune
Sermiers;51500;commune
Servon-Melzicourt;51800;commune
Serzy-et-Prin;51170;commune
Sézanne;51120;commune
Sillery;51500;commune
Sivry-Ante;51800;commune
Sogny-aux-Moulins;51520;commune
Sogny-en-l'Angle;51340;commune
Soizy-aux-Bois;51120;commune
Somme-Bionne;51800;commune
Sommepy-Tahure;51600;commune
Sommesous;51320;commune
Somme-Suippe;51600;commune
Somme-Tourbe;51600;commune
Somme-Vesle;51460;commune
Somme-Yèvre;51330;commune
Sompuis;51320;commune
Somsois;51290;commune
Songy;51240;commune
Souain-Perthes-lès-Hurlus;51600;commune
Soudé;51320;commune
Soudron;51320;commune
Soulanges;51300;commune
Soulières;51130;commune
Suippes;51600;commune
Suizy-le-Franc;51270;commune
Taissy;51500;commune
Talus-Saint-Prix;51270;commune
Tauxières-Mutry;51150;commune
Thaas;51230;commune
Thibie;51510;commune
Thiéblemont-Farémont;51300;commune
Thil;51220;commune
Thillois;51370;commune
Le Thoult-Trosnay;51210;commune
Tilloy-et-Bellay;51460;commune
Tinqueux;51430;commune
Togny-aux-Bœufs;51240;commune
Tours-sur-Marne;51150;commune
Tramery;51170;commune
Trécon;51130;commune
Tréfols;51210;commune
Trépail;51380;commune
Treslon;51140;commune
Trigny;51140;commune
Trois-Fontaines-l'Abbaye;51340;commune
Trois-Puits;51500;commune
Troissy;51700;commune
Unchair;51170;commune
Vadenay;51400;commune
Val-des-Marais;51130;commune
Val-de-Vesle;51360;commune
Val-de-Vière;51340;commune
Valmy;51800;commune
Vanault-le-Châtel;51330;commune
Vanault-les-Dames;51340;commune
Vandeuil;51140;commune
Vandières;51700;commune
Vassimont-et-Chapelaine;51320;commune
