name;zipcode;type
Pothieres;21400;commune
Pouillenay;21150;commune
Pouilly en auxois;21320;commune
Pouilly sur saone;21250;commune
Pouilly sur vingeanne;21610;commune
Pralon;21410;commune
Precy sous thil;21390;commune
Premeaux prissey;21700;commune
Premieres;21110;commune
Prenois;21370;commune
Prissey;21700;commune
Prusly sur ource;21400;commune
Puits;21400;commune
Puligny montrachet;21190;commune
Quemigny poisot;21220;commune
Quemigny sur seine;21510;commune
Quetigny;21800;commune
Quincerot;21500;commune
Quincey;21700;commune
Quincy le vicomte;21500;commune
Recey sur ource;21290;commune
Remilly en montagne;21540;commune
Remilly sur tille;21560;commune
Reneve;21310;commune
Reulle vergy;21220;commune
Riel les eaux;21570;commune
La roche en brenil;21530;commune
Rochefort;21510;commune
La rochepot;21340;commune
La roche vanneau;21150;commune
Roilly;21390;commune
Rougemont;21500;commune
Rouvray;21530;commune
Rouvres en plaine;21110;commune
Rouvres sous meilly;21320;commune
Ruffey les beaune;21200;commune
Ruffey les echirey;21490;commune
Sacquenay;21260;commune
Saffres;21350;commune
St andeux;21530;commune
St anthot;21540;commune
St apollinaire;21850;commune
St aubin;21190;commune
St bernard;21700;commune
St broing les moines;21290;commune
Ste colombe;21350;commune
Ste colombe sur seine;21400;commune
St didier;21210;commune
St euphrone;21140;commune
St germain de modeon;21530;commune
St germain le rocheux;21510;commune
St germain les senailly;21500;commune
St germain source seine;21690;commune
St helier;21690;commune
St jean de boeuf;21410;commune
St jean de losne;21170;commune
St julien;21490;commune
St leger triey;21270;commune
St marc sur seine;21450;commune
Ste marie la blanche;21200;commune
Ste marie sur ouche;21410;commune
St martin de la mer;21210;commune
St martin du mont;21440;commune
St maurice sur vingeann;21610;commune
St mesmin;21540;commune
St nicolas les citeaux;21700;commune
St philibert;21220;commune
St pierre en vaux;21230;commune
St prix les arnay;21230;commune
St remy;21500;commune
St romain;21190;commune
Ste sabine;21320;commune
St sauveur;21270;commune
St seine en bache;21130;commune
St seine l abbaye;21440;commune
St seine sur vingeanne;21610;commune
St symphorien sur saone;21170;commune
St thibault;21350;commune
St usage;21170;commune
St victor sur ouche;21410;commune
Salives;21580;commune
Salmaise;21690;commune
Samerey;21170;commune
Santenay;21590;commune
Santosse;21340;commune
Saulieu;21210;commune
Saulon la chapelle;21910;commune
Saulon la rue;21910;commune
Saulx le duc;21120;commune
Saussey;21360;commune
Saussy;21380;commune
Savigny les beaune;21420;commune
Savigny le sec;21380;commune
Savigny sous malain;21540;commune
Savilly;21430;commune
Savoisy;21500;commune
Savolles;21310;commune
Savouges;21910;commune
Segrois;21220;commune
Seigny;21150;commune
Selongey;21260;commune
Semarey;21320;commune
Semezanges;21220;commune
Semond;21450;commune
Semur en auxois;21140;commune
Senailly;21500;commune
Sennecey les dijon;21800;commune
Ladoix serrigny;21550;commune
Seurre;21250;commune
Sincey les rouvray;21530;commune
Soirans;21110;commune
Soissons sur nacey;21270;commune
Sombernon;21540;commune
Souhey;21140;commune
Soussey sur brionne;21350;commune
Spoy;21120;commune
Sussey;21430;commune
Tailly;21190;commune
Talant;21240;commune
Talmay;21270;commune
Tanay;21310;commune
Tarsul;21120;commune
Tart l abbaye;21110;commune
Tart le bas;21110;commune
Tart le haut;21110;commune
Tellecey;21270;commune
Ternant;21220;commune
Terrefondree;21290;commune
Thenissey;21150;commune
Thoires;21570;commune
Thoisy la berchere;21210;commune
Thoisy le desert;21320;commune
Thomirey;21360;commune
Thorey en plaine;21110;commune
Thorey sous charny;21350;commune
Thorey sur ouche;21360;commune
Thoste;21460;commune
Thury;21340;commune
Tichey;21250;commune
Til chatel;21120;commune
Tillenay;21130;commune
Torcy et pouligny;21460;commune
Touillon;21500;commune
Toutry;21460;commune
Treclun;21130;commune
Trocheres;21310;commune
Trouhans;21170;commune
Trouhaut;21440;commune
Trugny;21250;commune
Turcey;21540;commune
Uncey le franc;21350;commune
Urcy;21220;commune
Val suzon;21121;commune
Vandenesse en auxois;21320;commune
Vannaire;21400;commune
Vantoux les dijon;21380;commune
Vanvey;21400;commune
Varanges;21110;commune
Varois et chaignot;21490;commune
Vauchignon;21340;commune
Vaux saules;21440;commune
Veilly;21360;commune
Velars sur ouche;21370;commune
Velogny;21350;commune
Venarey les laumes;21150;commune
Verdonnet;21330;commune
Vernois les vesvres;21260;commune
Vernot;21120;commune
Veronnes;21260;commune
Veronnes les petites;21260;commune
Verrey sous dree;21540;commune
Verrey sous salmaise;21690;commune
Vertault;21330;commune
Vesvres;21350;commune
Veuvey sur ouche;21360;commune
Veuxhaulles sur aube;21520;commune
Vianges;21430;commune
Vic de chassenay;21140;commune
Vic des pres;21360;commune
Vic sous thil;21390;commune
Vieilmoulin;21540;commune
Vielverge;21270;commune
Vieux chateau;21460;commune
Vievigne;21310;commune
Vievy;21230;commune
Vignoles;21200;commune
Villaines en duesmois;21450;commune
Villaines les prevotes;21500;commune
Villargoix;21210;commune
Villars fontaine;21700;commune
Villars et villenotte;21140;commune
Villeberny;21350;commune
Villebichot;21700;commune
Villecomte;21120;commune
Villedieu;21330;commune
Villeferry;21350;commune
La villeneuve les convers;21450;commune
Villeneuve sous charigny;21140;commune
Villeneuve sur vingeanne;21610;commune
Villers la faye;21700;commune
Villers les pots;21130;commune
Villers patras;21400;commune
Villers rotin;21130;commune
Villey sur tille;21120;commune
Villiers en morvan;21430;commune
Villiers le duc;21400;commune
Villotte st seine;21690;commune
Villotte sur ource;21400;commune
Villy en auxois;21350;commune
Villy le moutier;21250;commune
Viserny;21500;commune
Vitteaux;21350;commune
Vix;21400;commune
Volnay;21190;commune
Vonges;21270;commune
Vosne romanee;21700;commune
Voudenay;21230;commune
Vougeot;21640;commune
Voulaines les templiers;21290;commune
Abaucourt;54610;commune
Abbéville-lès-Conflans;54800;commune
Aboncourt;54115;commune
Affléville;54800;commune
Affracourt;54740;commune
Agincourt;54770;commune
Aingeray;54460;commune
Allain;54170;commune
Allamont;54800;commune
Allamps;54112;commune
Allondrelle-la-Malmaison;54260;commune
Amance;54770;commune
Amenoncourt;54450;commune
Ancerviller;54450;commune
Anderny;54560;commune
Andilly;54200;commune
Angomont;54540;commune
Anoux;54150;commune
Ansauville;54470;commune
Anthelupt;54110;commune
Armaucourt;54760;commune
Arnaville;54530;commune
Arracourt;54370;commune
Arraye-et-Han;54760;commune
Art-sur-Meurthe;54510;commune
Athienville;54370;commune
Atton;54700;commune
Auboué;54580;commune
Audun-le-Roman;54560;commune
Autrepierre;54450;commune
Autreville-sur-Moselle;54380;commune
Autrey;54160;commune
Avillers;54490;commune
Avrainville;54385;commune
Avricourt;54450;commune
Avril;54150;commune
Azelot;54210;commune
Azerailles;54122;commune
Baccarat;54120;commune
Badonviller;54540;commune
Bagneux;54170;commune
Bainville-aux-Miroirs;54290;commune
Bainville-sur-Madon;54550;commune
Barbas;54450;commune
Barbonville;54360;commune
Barisey-au-Plain;54170;commune
Barisey-la-Côte;54170;commune
Les Baroches;54150;commune
Baslieux;54620;commune
Bathelémont;54370;commune
Batilly;54980;commune
Battigny;54115;commune
Bauzemont;54370;commune
Bayon;54290;commune
Bayonville-sur-Mad;54890;commune
Bazailles;54620;commune
Beaumont;54470;commune
Béchamps;54800;commune
Belleau;54610;commune
Belleville;54940;commune
Bénaménil;54450;commune
Benney;54740;commune
Bernécourt;54470;commune
Bertrambois;54480;commune
Bertrichamps;54120;commune
Bettainvillers;54640;commune
Beuveille;54620;commune
Beuvezin;54115;commune
Beuvillers;54560;commune
Bey-sur-Seille;54760;commune
Bezange-la-Grande;54370;commune
Bezaumont;54380;commune
Bicqueley;54200;commune
Bienville-la-Petite;54300;commune
Bionville;54540;commune
Blainville-sur-l'Eau;54360;commune
Blâmont;54450;commune
Blémerey;54450;commune
Blénod-lès-Pont-à-Mousson;54700;commune
Blénod-lès-Toul;54113;commune
Boismont;54620;commune
Boncourt;54800;commune
Bonviller;54300;commune
Borville;54290;commune
Boucq;54200;commune
Bouillonville;54470;commune
Bouvron;54200;commune
Bouxières-aux-Chênes;54770;commune
Bouxières-aux-Dames;54136;commune
Bouxières-sous-Froidmont;54700;commune
Bouzanville;54930;commune
Brainville;54800;commune
Bralleville;54740;commune
Bratte;54610;commune
Bréhain-la-Ville;54190;commune
Bréménil;54540;commune
Brémoncourt;54290;commune
Briey;54150;commune
Brin-sur-Seille;54280;commune
Brouville;54120;commune
Bruley;54200;commune
Bruville;54800;commune
Buissoncourt;54110;commune
Bulligny;54113;commune
Bures;54370;commune
Buriville;54450;commune
Burthecourt-aux-Chênes;54210;commune
Ceintrey;54134;commune
Cerville;54420;commune
Chaligny;54230;commune
Chambley-Bussières;54890;commune
Champenoux;54280;commune
Champey-sur-Moselle;54700;commune
Champigneulles;54250;commune
Chanteheux;54300;commune
Chaouilley;54330;commune
Charency-Vezin;54260;commune
Charey;54470;commune
Charmes-la-Côte;54113;commune
Charmois;54360;commune
Chaudeney-sur-Moselle;54200;commune
Chavigny;54230;commune
Chazelles-sur-Albe;54450;commune
Chenevières;54122;commune
Chenicourt;54610;commune
Chenières;54720;commune
Choloy-Ménillot;54200;commune
Cirey-sur-Vezouze;54480;commune
Clayeures;54290;commune
Clémery;54610;commune
Clérey-sur-Brenon;54330;commune
Coincourt;54370;commune
Colmey;54260;commune
Colombey-les-Belles;54170;commune
Conflans-en-Jarnisy;54800;commune
Cons-la-Grandville;54870;commune
Cosnes-et-Romain;54400;commune
Courbesseaux;54110;commune
Courcelles;54930;commune
Coyviller;54210;commune
Crantenoy;54740;commune
Crépey;54170;commune
Crévéchamps;54290;commune
Crévic;54110;commune
Crézilles;54113;commune
Crion;54300;commune
Croismare;54300;commune
Crusnes;54680;commune
Custines;54670;commune
Cutry;54720;commune
Damelevières;54360;commune
Dampvitoux;54470;commune
Deneuvre;54120;commune
Deuxville;54370;commune
Diarville;54930;commune
Dieulouard;54380;commune
Dolcourt;54170;commune
Dombasle-sur-Meurthe;54110;commune
Domèvre-en-Haye;54385;commune
Domèvre-sur-Vezouze;54450;commune
Domgermain;54119;commune
Domjevin;54450;commune
Dommarie-Eulmont;54115;commune
Dommartemont;54130;commune
Dommartin-la-Chaussée;54470;commune
Dommartin-lès-Toul;54200;commune
Dommartin-sous-Amance;54770;commune
Domprix;54490;commune
Domptail-en-l'Air;54290;commune
Doncourt-lès-Conflans;54800;commune
Doncourt-lès-Longuyon;54620;commune
Drouville;54370;commune
Écrouves;54200;commune
Einvaux;54360;commune
Einville-au-Jard;54370;commune
Emberménil;54370;commune
Épiez-sur-Chiers;54260;commune
Éply;54610;commune
Erbéviller-sur-Amezule;54280;commune
Errouville;54680;commune
Essey-et-Maizerais;54470;commune
Essey-la-Côte;54830;commune
Essey-lès-Nancy;54270;commune
Étreval;54330;commune
Eulmont;54690;commune
Euvezin;54470;commune
Faulx;54760;commune
Favières;54115;commune
Fécocourt;54115;commune
Fenneviller;54540;commune
Ferrières;54210;commune
Fey-en-Haye;54470;commune
Fillières;54560;commune
Flainval;54110;commune
Flavigny-sur-Moselle;54630;commune
Fléville-devant-Nancy;54710;commune
Fléville-Lixières;54150;commune
Flin;54122;commune
Flirey;54470;commune
Fontenoy-la-Joûte;54122;commune
Fontenoy-sur-Moselle;54840;commune
Forcelles-Saint-Gorgon;54330;commune
Forcelles-sous-Gugney;54930;commune
Foug;54570;commune
Fraimbois;54300;commune
Fraisnes-en-Saintois;54930;commune
Francheville;54200;commune
Franconville;54830;commune
Fréménil;54450;commune
Frémonville;54450;commune
Fresnois-la-Montagne;54260;commune
Friauville;54800;commune
Frolois;54160;commune
Frouard;54390;commune
Froville;54290;commune
Gélacourt;54120;commune
Gélaucourt;54115;commune
Gellenoncourt;54110;commune
Gémonville;54115;commune
Gerbécourt-et-Haplemont;54740;commune
Gerbéviller;54830;commune
Germiny;54170;commune
Germonville;54740;commune
Gézoncourt;54380;commune
Gibeaumeix;54112;commune
Giraumont;54780;commune
Giriviller;54830;commune
Glonville;54122;commune
Gogney;54450;commune
Gondrecourt-Aix;54800;commune
Gondreville;54840;commune
Gondrexon;54450;commune
Gorcy;54730;commune
Goviller;54330;commune
Grand-Failly;54260;commune
Grimonviller;54115;commune
Gripport;54290;commune
Griscourt;54380;commune
Grosrouvres;54470;commune
Gugney;54930;commune
Gye;54113;commune
Hablainville;54120;commune
Hagéville;54470;commune
Haigneville;54290;commune
Halloville;54450;commune
Hammeville;54330;commune
Hamonville;54470;commune
Han-devant-Pierrepont;54620;commune
Hannonville-Suzémont;54800;commune
Haraucourt;54110;commune
Harbouey;54450;commune
Haroué;54740;commune
Hatrize;54800;commune
Haucourt-Moulaine;54860;commune
Haudonville;54830;commune
Haussonville;54290;commune
Heillecourt;54180;commune
Hénaménil;54370;commune
Herbéviller;54450;commune
Hériménil;54300;commune
Herserange;54440;commune
Hoéville;54370;commune
Homécourt;54310;commune
Houdelmont;54330;commune
Houdemont;54180;commune
Houdreville;54330;commune
Housséville;54930;commune
Hudiviller;54110;commune
Hussigny-Godbrange;54590;commune
Igney;54450;commune
Jaillon;54200;commune
Jarny;54800;commune
Jarville-la-Malgrange;54140;commune
Jaulny;54470;commune
Jeandelaincourt;54114;commune
Jeandelize;54800;commune
Jevoncourt;54740;commune
Jezainville;54700;commune
Jœuf;54240;commune
Jolivet;54300;commune
Joppécourt;54620;commune
Jouaville;54800;commune
Joudreville;54490;commune
Juvrecourt;54370;commune
Labry;54800;commune
Lachapelle;54120;commune
Lagney;54200;commune
Laître-sous-Amance;54770;commune
Laix;54720;commune
Lalœuf;54115;commune
Lamath;54300;commune
Landécourt;54360;commune
Landremont;54380;commune
Landres;54970;commune
Laneuvelotte;54280;commune
Laneuveville-aux-Bois;54370;commune
Laneuveville-derrière-Foug;54570;commune
Laneuveville-devant-Bayon;54740;commune
Laneuveville-devant-Nancy;54410;commune
Lanfroicourt;54760;commune
Lantéfontaine;54150;commune
Laronxe;54950;commune
Laxou;54520;commune
Lay-Saint-Christophe;54690;commune
Lay-Saint-Remy;54570;commune
Lebeuville;54740;commune
Leintrey;54450;commune
Lemainville;54740;commune
Leménil-Mitry;54740;commune
Lenoncourt;54110;commune
Lesménils;54700;commune
Létricourt;54610;commune
Lexy;54720;commune
Leyr;54760;commune
Limey-Remenauville;54470;commune
Lironville;54470;commune
Liverdun;54460;commune
Loisy;54700;commune
Longlaville;54810;commune
Longuyon;54260;commune
Longwy;54400;commune
Lorey;54290;commune
Loromontzey;54290;commune
Lubey;54150;commune
Lucey;54200;commune
Ludres;54710;commune
Lunéville;54300;commune
Lupcourt;54210;commune
Magnières;54129;commune
Maidières;54700;commune
Mailly-sur-Seille;54610;commune
Mairy-Mainville;54150;commune
Maixe;54370;commune
Maizières;54550;commune
Malavillers;54560;commune
Malleloy;54670;commune
Malzéville;54220;commune
Mamey;54470;commune
Mance;54150;commune
Mancieulles;54790;commune
Mandres-aux-Quatre-Tours;54470;commune
Mangonville;54290;commune
Manoncourt-en-Vermois;54210;commune
Manoncourt-en-Woëvre;54385;commune
Manonville;54385;commune
Manonviller;54300;commune
Marainviller;54300;commune
Marbache;54820;commune
Maron;54230;commune
Mars-la-Tour;54800;commune
Marthemont;54330;commune
Martincourt;54380;commune
Mattexey;54830;commune
Maxéville;54320;commune
Mazerulles;54280;commune
Méhoncourt;54360;commune
Ménil-la-Tour;54200;commune
Mercy-le-Bas;54960;commune
Mercy-le-Haut;54560;commune
Méréville;54850;commune
Merviller;54120;commune
Messein;54850;commune
Metz;;commune
Mexy;54135;commune
Mignéville;54540;commune
Millery;54670;commune
Minorville;54385;commune
Moineville;54580;commune
Moivrons;54760;commune
Moncel-lès-Lunéville;54300;commune
Moncel-sur-Seille;54280;commune
Montauville;54700;commune
Mont-Bonvillers;54111;commune
Montenoy;54760;commune
Montigny;54540;commune
Montigny-sur-Chiers;54870;commune
Mont-l'Étroit;54170;commune
Mont-le-Vignoble;54113;commune
Montreux;54450;commune
Mont-Saint-Martin;54350;commune
Mont-sur-Meurthe;54360;commune
Morfontaine;54920;commune
Moriviller;54830;commune
Morville-sur-Seille;54700;commune
Mouacourt;54370;commune
Mouaville;54800;commune
Mousson;54700;commune
Moutiers;54660;commune
Moutrot;54113;commune
Moyen;54118;commune
Murville;54490;commune
Nancy;54000;commune
Neufmaisons;54540;commune
Neuves-Maisons;54230;commune
Neuviller-lès-Badonviller;54540;commune
Neuviller-sur-Moselle;54290;commune
Nomeny;54610;commune
Nonhigny;54450;commune
Norroy-le-Sec;54150;commune
Norroy-lès-Pont-à-Mousson;54700;commune
Noviant-aux-Prés;54385;commune
Ochey;54170;commune
Ogéviller;54450;commune
Ognéville;54330;commune
Olley;54800;commune
Omelmont;54330;commune
Onville;54890;commune
Ormes-et-Ville;54740;commune
Othe;54260;commune
Ozerailles;54150;commune
Pagney-derrière-Barine;54200;commune
Pagny-sur-Moselle;54530;commune
Pannes;54470;commune
Parey-Saint-Césaire;54330;commune
Parroy;54370;commune
Parux;54480;commune
Petit-Failly;54260;commune
Petitmont;54480;commune
Pettonville;54120;commune
Pexonne;54540;commune
Phlin;54610;commune
Piennes;54490;commune
Pierre-la-Treiche;54200;commune
Pierre-Percée;54540;commune
Pierrepont;54620;commune
Pierreville;54160;commune
Pompey;54340;commune
Pont-à-Mousson;54700;commune
Pont-Saint-Vincent;54550;commune
Port-sur-Seille;54700;commune
Praye;54116;commune
Prény;54530;commune
Preutin-Higny;54490;commune
Pulligny;54160;commune
Pulney;54115;commune
Pulnoy;54425;commune
Puxe;54800;commune
Puxieux;54800;commune
Quevilloncourt;54330;commune
Raon-lès-Leau;54540;commune
Raucourt;54610;commune
Raville-sur-Sânon;54370;commune
Réchicourt-la-Petite;54370;commune
Réclonville;54450;commune
Rehainviller;54300;commune
Reherrey;54120;commune
Réhon;54430;commune
Reillon;54450;commune
Rembercourt-sur-Mad;54470;commune
Remenoville;54830;commune
Réméréville;54110;commune
Remoncourt;54370;commune
Repaix;54450;commune
Richardménil;54630;commune
Rogéville;54380;commune
Romain;54360;commune
Rosières-aux-Salines;54110;commune
Rosières-en-Haye;54385;commune
Rouves;54610;commune
Roville-devant-Bayon;54290;commune
Royaumeix;54200;commune
Rozelieures;54290;commune
Saffais;54210;commune
Saint-Ail;54580;commune
Saint-Baussant;54470;commune
Saint-Boingt;54290;commune
Saint-Clément;54950;commune
Sainte-Geneviève;54700;commune
Sainte-Pôle;54540;commune
Saint-Firmin;54930;commune
Saint-Germain;54290;commune
Saint-Jean-lès-Longuyon;54260;commune
Saint-Julien-lès-Gorze;54470;commune
Saint-Marcel;54800;commune
Saint-Mard;54290;commune
Saint-Martin;54450;commune
Saint-Maurice-aux-Forges;54540;commune
Saint-Max;54130;commune
Saint-Nicolas-de-Port;54210;commune
Saint-Pancré;54730;commune
Saint-Remimont;54740;commune
Saint-Rémy-aux-Bois;54290;commune
Saint-Sauveur;54480;commune
Saint-Supplet;54620;commune
Saizerais;54380;commune
Sancy;54560;commune
Sanzey;54200;commune
Saulnes;54650;commune
Saulxerotte;54115;commune
Saulxures-lès-Nancy;54420;commune
Saulxures-lès-Vannes;54170;commune
Saxon-Sion;54330;commune
Seichamps;54280;commune
Seicheprey;54470;commune
Selaincourt;54170;commune
Seranville;54830;commune
Serres;54370;commune
Serrouville;54560;commune
Sexey-aux-Forges;54550;commune
Sexey-les-Bois;54840;commune
Sionviller;54300;commune
Sivry;54610;commune
Sommerviller;54110;commune
Sornéville;54280;commune
Sponville;54800;commune
Tanconville;54480;commune
Tantonville;54116;commune
Tellancourt;54260;commune
Thélod;54330;commune
They-sous-Vaudemont;54930;commune
Thézey-Saint-Martin;54610;commune
Thiaucourt-Regniéville;54470;commune
Thiaville-sur-Meurthe;54120;commune
Thiébauménil;54300;commune
Thil;54880;commune
Thorey-Lyautey;54115;commune
Thuilley-aux-Groseilles;54170;commune
Thumeréville;54800;commune
Tiercelet;54190;commune
Tomblaine;54510;commune
Tonnoy;54210;commune
Toul;54200;commune
Tramont-Émy;54115;commune
Tramont-Lassus;54115;commune
Tramont-Saint-André;54115;commune
Tremblecourt;54385;commune
Trieux;54750;commune
Trondes;54570;commune
Tronville;54800;commune
Tucquegnieux;54640;commune
Ugny;54870;commune
Uruffe;54112;commune
Vacqueville;54540;commune
Val-et-Châtillon;54480;commune
Valhey;54370;commune
Valleroy;54910;commune
Vallois;54830;commune
Vandelainville;54890;commune
Vandeléville;54115;commune
Vandières;54121;commune
Vandœuvre-lès-Nancy;54500;commune
Vannes-le-Châtel;54112;commune
Varangéville;54110;commune
Vathiménil;54122;commune
Vaucourt;54370;commune
Vaudémont;54330;commune
Vaudeville;54740;commune
Vaudigny;54740;commune
Vaxainville;54120;commune
Vého;54450;commune
Velaine-en-Haye;54840;commune
Velaine-sous-Amance;54280;commune
Velle-sur-Moselle;54290;commune
Veney;54540;commune
Vennezey;54830;commune
Verdenal;54450;commune
Vézelise;54330;commune
Viéville-en-Haye;54470;commune
Vigneulles;54360;commune
Vilcey-sur-Trey;54700;commune
Villacourt;54290;commune
Ville-au-Montois;54620;commune
Ville-au-Val;54380;commune
Villecey-sur-Mad;54890;commune
Ville-en-Vermois;54210;commune
Ville-Houdlémont;54730;commune
Villers-en-Haye;54380;commune
Villers-la-Chèvre;54870;commune
Villers-la-Montagne;54920;commune
Villers-le-Rond;54260;commune
Villers-lès-Moivrons;54760;commune
Villers-lès-Nancy;54600;commune
Villers-sous-Prény;54700;commune
Villerupt;54190;commune
Ville-sur-Yron;54800;commune
Villette;54260;commune
Villey-le-Sec;54840;commune
Villey-Saint-Étienne;54200;commune
Virecourt;54290;commune
Viterne;54123;commune
Vitrey;54330;commune
Vitrimont;54300;commune
Vittonville;54700;commune
Viviers-sur-Chiers;54260;commune
Voinémont;54134;commune
Vroncourt;54330;commune
Waville;54890;commune
Xammes;54470;commune
Xermaménil;54300;commune
Xeuilley;54990;commune
Xirocourt;54740;commune
Xivry-Circourt;54490;commune
Xonville;54800;commune
Xousse;54370;commune
Xures;54370;commune
Abainville;55130;commune
Abaucourt-Hautecourt;55400;commune
Aincreville;55110;commune
Amanty;55130;commune
Ambly-sur-Meuse;55300;commune
Amel-sur-l'Étang;55230;commune
Ancemont;55320;commune
Ancerville;55170;commune
Andernay;55800;commune
Apremont-la-Forêt;55300;commune
Arrancy-sur-Crusne;55230;commune
Aubréville;55120;commune
Aulnois-en-Perthois;55170;commune
Autrécourt-sur-Aire;55120;commune
Autréville-Saint-Lambert;55700;commune
Avillers-Sainte-Croix;55210;commune
Avioth;55600;commune
Avocourt;55270;commune
Azannes-et-Soumazannes;55150;commune
Baâlon;55700;commune
Badonvilliers-Gérauvilliers;55130;commune
Bannoncourt;55300;commune
Bantheville;55110;commune
Bar-le-Duc;55000;commune
Baudignécourt;55130;commune
Baudonvilliers;55170;commune
Baudrémont;55260;commune
Baulny;55270;commune
Bazeilles-sur-Othain;55600;commune
Bazincourt-sur-Saulx;55170;commune
Beauclair;55700;commune
Beaufort-en-Argonne;55700;commune
Beaulieu-en-Argonne;55250;commune
Beaumont-en-Verdunois;55100;commune
Beausite;55250;commune
Behonne;55000;commune
Belleray;55100;commune
Belleville-sur-Meuse;55430;commune
Belrain;55260;commune
Belrupt-en-Verdunois;55100;commune
Beney-en-Woëvre;55210;commune
Béthelainville;55100;commune
Béthincourt;55270;commune
Beurey-sur-Saulx;55000;commune
Bezonvaux;55100;commune
Biencourt-sur-Orge;55290;commune
Billy-sous-Mangiennes;55230;commune
Bislée;55300;commune
Blanzée;55400;commune
Boinville-en-Woëvre;55400;commune
Boncourt-sur-Meuse;55200;commune
Bonnet;55130;commune
Bonzée;55160;commune
Le Bouchon-sur-Saulx;55500;commune
Bouconville-sur-Madt;55300;commune
Bouligny;55240;commune
Bouquemont;55300;commune
Boureuilles;55270;commune
Bovée-sur-Barboure;55190;commune
Boviolles;55500;commune
Brabant-en-Argonne;55120;commune
Brabant-le-Roi;55800;commune
Brabant-sur-Meuse;55100;commune
Brandeville;55150;commune
Braquis;55400;commune
Bras-sur-Meuse;55100;commune
Brauvilliers;55170;commune
Bréhéville;55150;commune
Breux;55600;commune
Brieulles-sur-Meuse;55110;commune
Brillon-en-Barrois;55000;commune
Brixey-aux-Chanoines;55140;commune
Brizeaux;55250;commune
Brocourt-en-Argonne;55120;commune
Brouennes;55700;commune
Broussey-en-Blois;55190;commune
Broussey-Raulecourt;55200;commune
Bure;55290;commune
Burey-en-Vaux;55140;commune
Burey-la-Côte;55140;commune
Buxières-sous-les-Côtes;55300;commune
Buzy-Darmont;55400;commune
Cesse;55700;commune
Chaillon;55210;commune
Chalaines;55140;commune
Champneuville;55100;commune
Champougny;55140;commune
Chanteraine;55500;commune
Chardogne;55000;commune
Charny-sur-Meuse;55100;commune
Charpentry;55270;commune
Chassey-Beaupré;55130;commune
Châtillon-sous-les-Côtes;55400;commune
Chattancourt;55100;commune
Chaumont-devant-Damvillers;55150;commune
Chaumont-sur-Aire;55260;commune
Chauvency-le-Château;55600;commune
Chauvency-Saint-Hubert;55600;commune
Chauvoncourt;55300;commune
Cheppy;55270;commune
Chonville-Malaumont;55200;commune
Cierges-sous-Montfaucon;55270;commune
Le Claon;55120;commune
Clermont-en-Argonne;55120;commune
Cléry-le-Grand;55110;commune
Cléry-le-Petit;55110;commune
Combles-en-Barrois;55000;commune
Combres-sous-les-Côtes;55160;commune
Commercy;55200;commune
Consenvoye;55110;commune
Contrisson;55800;commune
Courcelles-en-Barrois;55260;commune
Courcelles-sur-Aire;55260;commune
Courouvre;55260;commune
Cousances-les-Forges;55170;commune
Cousances-lès-Triconville;55500;commune
Couvertpuis;55290;commune
Couvonges;55800;commune
Cuisy;55270;commune
Cumières-le-Mort-Homme;55100;commune
Cunel;55110;commune
Dagonville;55500;commune
Dainville-Bertheléville;55130;commune
Damloup;55400;commune
Dammarie-sur-Saulx;55500;commune
Damvillers;55150;commune
Dannevoux;55110;commune
Delouze-Rosières;55130;commune
Delut;55150;commune
Demange-aux-Eaux;55130;commune
Dieppe-sous-Douaumont;55400;commune
Dieue-sur-Meuse;55320;commune
Dombasle-en-Argonne;55120;commune
Dombras;55150;commune
Dommartin-la-Montagne;55160;commune
Dommary-Baroncourt;55240;commune
Dompcevrin;55300;commune
Dompierre-aux-Bois;55300;commune
Domremy-la-Canne;55240;commune
Doncourt-aux-Templiers;55160;commune
Douaumont;55100;commune
Doulcon;55110;commune
Dugny-sur-Meuse;55100;commune
Dun-sur-Meuse;55110;commune
Duzey;55230;commune
Écouviez;55600;commune
Écurey-en-Verdunois;55150;commune
Eix;55400;commune
Les Éparges;55160;commune
Épiez-sur-Meuse;55140;commune
Épinonville;55270;commune
Érize-la-Brûlée;55260;commune
Érize-la-Petite;55260;commune
Érize-Saint-Dizier;55000;commune
Erneville-aux-Bois;55500;commune
Esnes-en-Argonne;55100;commune
Étain;55400;commune
Éton;55240;commune
Étraye;55150;commune
Euville;55200;commune
Èvres;55250;commune
Fains-Véel;55000;commune
Flassigny;55600;commune
Fleury-devant-Douaumont;55100;commune
Foameix-Ornel;55400;commune
Fontaines-Saint-Clair;55110;commune
Forges-sur-Meuse;55110;commune
Foucaucourt-sur-Thabas;55250;commune
Fouchères-aux-Bois;55500;commune
Frémeréville-sous-les-Côtes;55200;commune
Fresnes-au-Mont;55260;commune
Fresnes-en-Woëvre;55160;commune
Froidos;55120;commune
Fromeréville-les-Vallons;55100;commune
Fromezey;55400;commune
Futeau;55120;commune
Génicourt-sur-Meuse;55320;commune
Gercourt-et-Drillancourt;55110;commune
Géry;55000;commune
Gesnes-en-Argonne;55110;commune
Geville;55200;commune
Gimécourt;55260;commune
Gincrey;55400;commune
Girauvoisin;55200;commune
Givrauval;55500;commune
Gondrecourt-le-Château;55130;commune
Gouraincourt;55230;commune
Goussaincourt;55140;commune
Gremilly;55150;commune
