CP;Commune;Distance;1-2 ;3-4 ;5-6 ;7-8 ;9-12 ;13-16 ;17-31 ;32-54
54930;Fraisnes-en-Saintois;186;214;244;274;294;428;492,2;535;599,2
54200;Francheville;156;181,5;211,5;241,5;261,5;363;417,45;453,75;508,2
54830;Franconville;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54450;Fréménil;215;245,4166667;275,4166667;305,4166667;325,4166667;490,8333333;564,4583333;613,5416667;687,1666667
54450;Frémonville;229;260,5833333;290,5833333;320,5833333;340,5833333;521,1666667;599,3416667;651,4583333;729,6333333
54260;Fresnois-la-Montagne;181;208,5833333;238,5833333;268,5833333;288,5833333;417,1666667;479,7416667;521,4583333;584,0333333
54800;Friauville;162;188;218;248;268;376;432,4;470;526,4
54160;Frolois;176;203,1666667;233,1666667;263,1666667;283,1666667;406,3333333;467,2833333;507,9166667;568,8666667
54390;Frouard;173;199,9166667;229,9166667;259,9166667;279,9166667;399,8333333;459,8083333;499,7916667;559,7666667
54290;Froville;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
54120;Gélacourt;223;254,0833333;284,0833333;314,0833333;334,0833333;508,1666667;584,3916667;635,2083333;711,4333333
54115;Gélaucourt;174;201;231;261;281;402;462,3;502,5;562,8
54110;Gellenoncourt;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54115;Gémonville;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
54740;Gerbécourt-et-Haplemont;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
54830;Gerbéviller;208;237,8333333;267,8333333;297,8333333;317,8333333;475,6666667;547,0166667;594,5833333;665,9333333
54170;Germiny;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
54740;Germonville;199;228,0833333;258,0833333;288,0833333;308,0833333;456,1666667;524,5916667;570,2083333;638,6333333
54380;Gézoncourt;159;184,75;214,75;244,75;264,75;369,5;424,925;461,875;517,3
54112;Gibeaumeix;140;164,1666667;194,1666667;224,1666667;244,1666667;328,3333333;377,5833333;410,4166667;459,6666667
54780;Giraumont;173;199,9166667;229,9166667;259,9166667;279,9166667;399,8333333;459,8083333;499,7916667;559,7666667
54830;Giriviller;211;241,0833333;271,0833333;301,0833333;321,0833333;482,1666667;554,4916667;602,7083333;675,0333333
54122;Glonville;219;249,75;279,75;309,75;329,75;499,5;574,425;624,375;699,3
54450;Gogney;227;258,4166667;288,4166667;318,4166667;338,4166667;516,8333333;594,3583333;646,0416667;723,5666667
54800;Gondrecourt-Aix;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
54840;Gondreville;151;176,0833333;206,0833333;236,0833333;256,0833333;352,1666667;404,9916667;440,2083333;493,0333333
54450;Gondrexon;222;253;283;313;333;506;581,9;632,5;708,4
54730;Gorcy;187;215,0833333;245,0833333;275,0833333;295,0833333;430,1666667;494,6916667;537,7083333;602,2333333
54330;Goviller;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
54260;Grand-Failly;171;197,75;227,75;257,75;277,75;395,5;454,825;494,375;553,7
54115;Grimonviller;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54290;Gripport;199;228,0833333;258,0833333;288,0833333;308,0833333;456,1666667;524,5916667;570,2083333;638,6333333
54380;Griscourt;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
54470;Grosrouvres;148;172,8333333;202,8333333;232,8333333;252,8333333;345,6666667;397,5166667;432,0833333;483,9333333
54930;Gugney;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
54113;Gye;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
54120;Hablainville;219;249,75;279,75;309,75;329,75;499,5;574,425;624,375;699,3
54470;Hagéville;173;199,9166667;229,9166667;259,9166667;279,9166667;399,8333333;459,8083333;499,7916667;559,7666667
54290;Haigneville;199;228,0833333;258,0833333;288,0833333;308,0833333;456,1666667;524,5916667;570,2083333;638,6333333
54450;Halloville;229;260,5833333;290,5833333;320,5833333;340,5833333;521,1666667;599,3416667;651,4583333;729,6333333
54330;Hammeville;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
54470;Hamonville;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
54620;Han-devant-Pierrepont;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
54800;Hannonville-Suzémont;161;186,9166667;216,9166667;246,9166667;266,9166667;373,8333333;429,9083333;467,2916667;523,3666667
