cp;nom;distance;01-02;03-04;05-06;07-08;09-12;13-16;17-31;32-54
21310;Mirebeau sur beze;225;452;467;477;492;903;1039;1164;1294
21210;Missery;210;421;436;446;461;841;967;1090;1214
21510;Moitron;169;336;351;361;376;672;773;887;994
21330;Molesmes;117;229;244;254;269;458;526;629;715
21340;Molinot;259;522;537;547;562;1043;1200;1332;1476
21120;Moloy;218;437;452;462;477;874;1005;1129;1257
21210;Molphey;196;392;407;417;432;784;901;1020;1139
21200;Montagny les beaune;279;563;578;588;603;1126;1295;1431;1584
21250;Montagny les seurre;292;590;605;615;630;1180;1356;1495;1653
21500;Montbard;170;338;353;363;378;676;778;892;999
21460;Montberthault;189;377;392;402;417;755;868;986;1101
21360;Montceau et echarnant;249;501;516;526;541;1002;1152;1283;1423
21190;Monthelie;286;577;592;602;617;1155;1328;1466;1621
21500;Montigny montfort;170;338;353;363;378;676;778;892;999
21390;Montigny st barthelemy;200;400;415;425;440;800;920;1040;1160
21140;Montigny sur armancon;203;406;421;431;446;812;934;1055;1176
21520;Montigny sur aube;137;270;285;295;310;540;621;728;822
21610;Montigny mornay villeneuv;214;429;444;454;469;858;986;1109;1235
21210;Montlay en auxois;204;408;423;433;448;817;939;1060;1181
21400;Montliot et courcelles;132;260;275;285;300;520;597;703;795
21250;Montmain;277;559;574;584;599;1118;1285;1421;1573
21270;Montmancon;232;466;481;491;506;932;1072;1198;1332
21290;Montmoyen;164;326;341;351;366;652;749;862;967
21540;Montoillot;239;480;495;505;520;961;1105;1233;1369
21170;Montot;264;532;547;557;572;1064;1224;1357;1503
21320;Mont st jean;214;429;444;454;469;858;986;1109;1235
21220;Morey st denis;254;511;526;536;551;1023;1176;1307;1450
21610;Mornay;215;431;446;456;471;862;991;1114;1240
21400;Mosson;133;262;277;287;302;524;602;708;801
21210;La motte ternant;211;423;438;448;463;845;972;1094;1219
21500;Moutiers st jean;170;338;353;363;378;676;778;892;999
21230;Musigny;235;472;487;497;512;944;1086;1213;1348
21150;Mussy la fosse;186;371;386;396;411;742;854;971;1085
21390;Nan sous thil;203;406;421;431;446;812;934;1055;1176
21190;Nantoux;286;577;592;602;617;1155;1328;1466;1621
21330;Nesle et massoult;147;291;306;316;331;581;669;778;876
21800;Neuilly les dijon;240;483;498;508;523;965;1110;1238;1375
