CP;Commune;Distance;1-2;3-4 ;5-6 ;7-8 ;9-12 ;13-16 ;17-31 ;32-54 
8300;L'Écaille;100;120,8333333;150,8333333;180,8333333;200,8333333;241,6666667;277,9166667;302,0833333;338,3333333
8150;L'Échelle;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
8240;La Berlière;135;158,75;188,75;218,75;238,75;317,5;365,125;396,875;444,5
8450;La Besace;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
8200;La Chapelle;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8400;La Croix-aux-Bois;110;131,6666667;161,6666667;191,6666667;211,6666667;263,3333333;302,8333333;329,1666667;368,6666667
8370;La Ferté-sur-Chiers;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
8000;La Francheville;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
8290;La Férée;150;175;205;235;255;350;402,5;437,5;490
8700;La Grandville;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8430;La Horgne;140;164,1666667;194,1666667;224,1666667;244,1666667;328,3333333;377,5833333;410,4166667;459,6666667
8140;La Moncelle;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
8380;La Neuville-aux-Joûtes;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8310;La Neuville-en-Tourne-à-Fuy;90;110;140;170;190;220;253;275;308
8270;La Neuville-lès-Wasigny;125;147,9166667;177,9166667;207,9166667;227,9166667;295,8333333;340,2083333;369,7916667;414,1666667
8450;La Neuville-à-Maire;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
8220;La Romagne;135;158,75;188,75;218,75;238,75;317,5;365,125;396,875;444,5
8130;La Sabotterie;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
