CP;Commune;Tarif / PAX;Agglomération
51120;Oyes;30;17
51120;Péas;30;17
51120;Queudes;30;17
51120;Reuves;30;17
51120;Sézanne;30;17
51120;Saint-Loup;30;17
51120;Saint-Remy-sous-Broyes;30;17
51120;Saudoy;30;17
51120;Villeneuve-Saint-Vistre-et-Villevotte;30;17
51120;Vindey;30;17
